Team,Date,Relinquished,Notes,first_name,last_name,season,team_abbreviation,player_id
Steelers,10/1/21,Rashaad Coward,ankle injury (out),Rashaad,Coward,2021,PIT,2021_Coward_PIT
Steelers,11/13/19,Benny Snell,knee injury (out),Benny,Snell,2019,PIT,2019_Snell_PIT
Steelers,11/20/20,Jayrone Elliott ,illness (out),Jayrone,Elliott,2020,PIT,2020_Elliott_PIT
Steelers,10/15/21,Carlos Davis,knee injury (out),Carlos,Davis,2021,PIT,2021_Davis_PIT
Texans,11/1/19,Greg Mancz,concussion (out),Greg,Mancz,2019,HOU,2019_Mancz_HOU
Texans,12/4/20,C.J. Prosise,illness (out),C.J.,Prosise,2020,HOU,2020_Prosise_HOU
Texans,10/2/21,Jimmy Moreland,illness (out),Jimmy,Moreland,2021,HOU,2021_Moreland_HOU
Texans,11/25/20,Josh McCown,illness (out),Josh,McCown,2020,HOU,2020_McCown_HOU
Texans,10/17/20,Peter Kalambayi,hamstring injury (out),Peter,Kalambayi,2020,HOU,2020_Kalambayi_HOU
Texans,11/13/20,Senio Kelemete,concussion (out),Senio,Kelemete,2020,HOU,2020_Kelemete_HOU
Texans,11/5/21,Hardy Nickerson Jr. ,concussion (out),Hardy,Nickerson,2021,HOU,2021_Nickerson_HOU
Texans,12/3/21,Terrence Brooks,hamstring injury (out),Terrence,Brooks,2021,HOU,2021_Brooks_HOU
Texans,8/26/22,Derek Rivers,biceps injury (out),Derek,Rivers,2022,HOU,2022_Rivers_HOU
Texans,10/22/21,Jaleel Johnson,back injury (out),Jaleel,Johnson,2021,HOU,2021_Johnson_HOU
Texans,9/10/21,Lonnie Johnson Jr.,thigh injury (out),Lonnie,Johnson,2021,HOU,2021_Johnson_HOU
Texans,11/1/19,Tashaun Gipson,back injury (out),Tashaun,Gipson,2019,HOU,2019_Gipson_HOU
Texans,10/15/21,Laremy Tunsil,thumb injury (out),Laremy,Tunsil,2021,HOU,2021_Tunsil_HOU
Texans,11/29/19,Carlos Watkins,hamstring injury (out),Carlos,Watkins,2019,HOU,2019_Watkins_HOU
Texans,10/25/19,Will Fuller V,hamstring injury (out),Will,Fuller,2019,HOU,2019_Fuller_HOU
Texans,12/3/21,DeMarcus Walker,hamstring injury (out),DeMarcus,Walker,2021,HOU,2021_Walker_HOU
Texans,11/20/19,Mike Adams ,concussion (out),Mike,Adams,2019,HOU,2019_Adams_HOU
Texans,10/25/19,Greg Mancz,concussion (out),Greg,Mancz,2019,HOU,2019_Mancz_HOU
Texans,9/22/21,Danny Amendola,thigh injury (out),Danny,Amendola,2021,HOU,2021_Amendola_HOU
Texans,11/26/21,Jordan Jenkins,knee injury (out),Jordan,Jenkins,2021,HOU,2021_Jenkins_HOU
Texans,9/24/21,Terrance Mitchell,concussion (out),Terrance,Mitchell,2021,HOU,2021_Mitchell_HOU
Texans,10/8/21,Rex Burkhead,hip injury (out),Rex,Burkhead,2021,HOU,2021_Burkhead_HOU
Texans,10/4/19,Greg Mancz,concussion (out),Greg,Mancz,2019,HOU,2019_Mancz_HOU
Texans,11/1/19,Will Fuller V,hamstring injury (out),Will,Fuller,2019,HOU,2019_Fuller_HOU
Texans,11/20/19,Justin Reid,concussion (out),Justin,Reid,2019,HOU,2019_Reid_HOU
Texans,11/1/19,Bradley Roby,hamstring injury (out),Bradley,Roby,2019,HOU,2019_Roby_HOU
Texans,10/17/20,Greg Howell ,hamstring injury (out),Greg,Howell,2020,HOU,2020_Howell_HOU
Texans,10/18/19,Tytus Howard,knee injury (out),Tytus,Howard,2019,HOU,2019_Howard_HOU
Texans,12/10/21,Terrence Brooks,hamstring injury (out),Terrence,Brooks,2021,HOU,2021_Brooks_HOU
Texans,11/1/19,Lonnie Johnson Jr.,concussion (out),Lonnie,Johnson,2019,HOU,2019_Johnson_HOU
Texans,9/24/21,Danny Amendola,thigh injury (out),Danny,Amendola,2021,HOU,2021_Amendola_HOU
Texans,9/22/21,Terrance Mitchell,concussion (out),Terrance,Mitchell,2021,HOU,2021_Mitchell_HOU
Texans,10/1/21,Scottie Phillips,illness (out),Scottie,Phillips,2021,HOU,2021_Phillips_HOU
Texans,12/11/20,Pharaoh Brown,concussion (out),Pharaoh,Brown,2020,HOU,2020_Brown_HOU
Texans,12/3/21,Danny Amendola,knee injury (out),Danny,Amendola,2021,HOU,2021_Amendola_HOU
Texans,11/25/20,Kenny Stills,quadriceps injury (out),Kenny,Stills,2020,HOU,2020_Stills_HOU
Texans,11/5/21,Pharaoh Brown,thigh injury (out),Pharaoh,Brown,2021,HOU,2021_Brown_HOU
Texans,10/17/20,Jordan Akins,ankle injury (out),Jordan,Akins,2020,HOU,2020_Akins_HOU
Texans,11/25/20,Cullen Gillaspia,back injury (out),Cullen,Gillaspia,2020,HOU,2020_Gillaspia_HOU
Texans,9/27/19,Seantrel Henderson,illness (out),Seantrel,Henderson,2019,HOU,2019_Henderson_HOU
Texans,12/6/19,Taiwan Jones ,hamstring injury (out),Taiwan,Jones,2019,HOU,2019_Jones_HOU
Texans,10/11/19,Greg Mancz,concussion (out),Greg,Mancz,2019,HOU,2019_Mancz_HOU
Texans,12/3/21,Justin McCray,concussion (out),Justin,McCray,2021,HOU,2021_McCray_HOU
Texans,11/13/20,David Johnson ,concussion (out),David,Johnson,2020,HOU,2020_Johnson_HOU
Texans,12/19/19,Jacob Martin ,knee injury (out),Jacob,Martin,2019,HOU,2019_Martin_HOU
Texans,11/20/20,Michael Thomas ,shoulder injury (out),Michael,Thomas,2020,HOU,2020_Thomas_HOU
Texans,1/1/21,Brent Qvale,concussion (out),Brent,Qvale,2020,HOU,2020_Qvale_HOU
Texans,10/1/21,Danny Amendola,thigh injury (out),Danny,Amendola,2021,HOU,2021_Amendola_HOU
Texans,11/19/21,Hardy Nickerson Jr. ,concussion (out),Hardy,Nickerson,2021,HOU,2021_Nickerson_HOU
Texans,12/27/19,Will Fuller V,groin injury (out),Will,Fuller,2019,HOU,2019_Fuller_HOU
Texans,10/25/19,Tytus Howard,knee injury (out),Tytus,Howard,2019,HOU,2019_Howard_HOU
Texans,10/18/19,Greg Mancz,concussion (out),Greg,Mancz,2019,HOU,2019_Mancz_HOU
Texans,11/20/19,Lonnie Johnson Jr.,ankle injury (out),Lonnie,Johnson,2019,HOU,2019_Johnson_HOU
Texans,11/5/21,Christian Kirksey,thumb injury (out),Christian,Kirksey,2021,HOU,2021_Kirksey_HOU
Texans,11/6/20,Kyle Emanuel,concussion (out),Kyle,Emanuel,2020,HOU,2020_Emanuel_HOU
Texans,12/19/19,Benardrick McKinney,concussion (out),Benardrick,McKinney,2019,HOU,2019_McKinney_HOU
Texans,12/4/20,Cullen Gillaspia,back injury (out),Cullen,Gillaspia,2020,HOU,2020_Gillaspia_HOU
Texans,12/25/20,Duke Johnson,neck injury (out),Duke,Johnson,2020,HOU,2020_Johnson_HOU
Texans,12/17/21,Justin Reid,"concussion, illness (out)",Justin,Reid,2021,HOU,2021_Reid_HOU
Titans,10/18/19,Sharif Finch,shoulder injury (out),Sharif,Finch,2019,TEN,2019_Finch_TEN
Titans,10/29/21,Julio Jones,hamstring injury (out),Julio,Jones,2021,TEN,2021_Jones_TEN
Titans,10/8/21,Julio Jones,hamstring injury (out),Julio,Jones,2021,TEN,2021_Jones_TEN
Titans,10/30/20,Kristian Fulton,knee injury (out),Kristian,Fulton,2020,TEN,2020_Fulton_TEN
Titans,9/12/20,Jamil Douglas,hand injury (out),Jamil,Douglas,2020,TEN,2020_Douglas_TEN
Titans,12/10/21,Tommy Hudson,ankle injury (out),Tommy,Hudson,2021,TEN,2021_Hudson_TEN
Titans,10/22/21,Chester Rogers,groin injury (out),Chester,Rogers,2021,TEN,2021_Rogers_TEN
Titans,9/18/20,Darrynton Evans,hamstring injury (out),Darrynton,Evans,2020,TEN,2020_Evans_TEN
Titans,12/10/21,Janoris Jenkins,ankle injury (out),Janoris,Jenkins,2021,TEN,2021_Jenkins_TEN
Titans,11/26/21,Teair Tart,ankle injury (out),Teair,Tart,2021,TEN,2021_Tart_TEN
Titans,11/11/20,Adam Humphries,concussion (out),Adam,Humphries,2020,TEN,2020_Humphries_TEN
Titans,12/10/21,David Long Jr. ,hamstring injury (out),David,Long,2021,TEN,2021_Long_TEN
Titans,10/22/21,Taylor Lewan,concussion (out),Taylor,Lewan,2021,TEN,2021_Lewan_TEN
Titans,11/20/20,Rodger Saffold,ankle injury (out),Rodger,Saffold,2020,TEN,2020_Saffold_TEN
Titans,12/17/21,Teair Tart,ankle injury (out),Teair,Tart,2021,TEN,2021_Tart_TEN
Titans,10/29/21,Khari Blasingame,knee injury (out),Khari,Blasingame,2021,TEN,2021_Blasingame_TEN
Titans,12/6/19,Daren Bates,shoulder injury (out),Daren,Bates,2019,TEN,2019_Bates_TEN
Titans,11/27/20,MyCole Pruitt,knee injury (out),MyCole,Pruitt,2020,TEN,2020_Pruitt_TEN
Titans,12/17/21,Janoris Jenkins,ankle injury (out),Janoris,Jenkins,2021,TEN,2021_Jenkins_TEN
Titans,12/6/19,Leshaun Sims,ankle injury (out),Leshaun,Sims,2019,TEN,2019_Sims_TEN
Titans,11/8/19,Jurrell Casey,shoulder injury (out),Jurrell,Casey,2019,TEN,2019_Casey_TEN
Titans,11/27/20,Adoree' Jackson,knee injury (out),Adoree',Jackson,2020,TEN,2020_Jackson_TEN
Titans,9/12/20,Vic Beasley Jr.,knee injury (out),Vic,Beasley,2020,TEN,2020_Beasley_TEN
Titans,11/11/20,Adoree' Jackson,knee injury (out),Adoree',Jackson,2020,TEN,2020_Jackson_TEN
Titans,9/18/20,A.J. Brown,knee injury (out),A.J.,Brown,2020,TEN,2020_Brown_TEN
Titans,10/22/21,Monty Rice,groin injury (out),Monty,Rice,2021,TEN,2021_Rice_TEN
Titans,12/10/21,Teair Tart,ankle injury (out),Teair,Tart,2021,TEN,2021_Tart_TEN
Titans,10/16/21,Kristian Fulton,hamstring injury (out),Kristian,Fulton,2021,TEN,2021_Fulton_TEN
Titans,12/17/21,Larrell Murchison,knee injury (out),Larrell,Murchison,2021,TEN,2021_Murchison_TEN
Titans,11/20/20,Jadeveon Clowney,knee injury (out),Jadeveon,Clowney,2020,TEN,2020_Clowney_TEN
Titans,10/4/19,Kevin Pamphile,knee injury (out),Kevin,Pamphile,2019,TEN,2019_Pamphile_TEN
Titans,12/11/20,Breon Borders,hip injury (out),Breon,Borders,2020,TEN,2020_Borders_TEN
Titans,11/2/21,Derrick Henry,surgery on right foot (out indefinitely),Derrick,Henry,2021,TEN,2021_Henry_TEN
Titans,10/1/21,Julio Jones,hamstring injury (out),Julio,Jones,2021,TEN,2021_Jones_TEN
Titans,10/1/21,Bud Dupree,knee injury (out),Bud,Dupree,2021,TEN,2021_Dupree_TEN
Titans,11/20/20,MyCole Pruitt,knee injury (out),MyCole,Pruitt,2020,TEN,2020_Pruitt_TEN
Titans,10/30/20,Dane Cruikshank,groin injury (out),Dane,Cruikshank,2020,TEN,2020_Cruikshank_TEN
Titans,12/22/21,Taylor Lewan,back injury (out),Taylor,Lewan,2021,TEN,2021_Lewan_TEN
Titans,11/8/19,Jayon Brown,groin injury (out),Jayon,Brown,2019,TEN,2019_Brown_TEN
Titans,1/1/21,Derick Roberson,hamstring injury (out),Derick,Roberson,2020,TEN,2020_Roberson_TEN
Titans,11/26/21,Rashaan Evans,ankle injury (out),Rashaan,Evans,2021,TEN,2021_Evans_TEN
Titans,12/27/19,Adoree' Jackson,foot injury (out),Adoree',Jackson,2019,TEN,2019_Jackson_TEN
Titans,12/27/19,Kalif Raymond,concussion (out),Kalif,Raymond,2019,TEN,2019_Raymond_TEN
Titans,11/19/21,Geoff Swaim,concussion (out),Geoff,Swaim,2021,TEN,2021_Swaim_TEN
Titans,10/1/21,Caleb Farley,shoulder injury (out),Caleb,Farley,2021,TEN,2021_Farley_TEN
Titans,10/16/21,Monty Rice,groin injury (out),Monty,Rice,2021,TEN,2021_Rice_TEN
Titans,11/5/21,Rashaan Evans,ankle injury (out),Rashaan,Evans,2021,TEN,2021_Evans_TEN
Titans,11/19/21,Jeremy McNichols,concussion (out),Jeremy,McNichols,2021,TEN,2021_McNichols_TEN
Titans,12/27/19,Adam Humphries,ankle injury (out),Adam,Humphries,2019,TEN,2019_Humphries_TEN
Titans,11/19/21,Bud Dupree,abdominal injury (out),Bud,Dupree,2021,TEN,2021_Dupree_TEN
Titans,9/13/19,Kevin Pamphile,knee injury (out),Kevin,Pamphile,2019,TEN,2019_Pamphile_TEN
Titans,11/26/21,Nate Davis ,concussion (out),Nate,Davis,2021,TEN,2021_Davis_TEN
Titans,12/4/20,Jonnu Smith,knee injury (out),Jonnu,Smith,2020,TEN,2020_Smith_TEN
Titans,12/22/21,Larrell Murchison,knee injury (out),Larrell,Murchison,2021,TEN,2021_Murchison_TEN
Titans,10/18/19,Chris Milton,calf injury (out),Chris,Milton,2019,TEN,2019_Milton_TEN
Titans,12/20/19,Adam Humphries,ankle injury (out),Adam,Humphries,2019,TEN,2019_Humphries_TEN
Titans,9/25/20,Derick Roberson,illness (out),Derick,Roberson,2020,TEN,2020_Roberson_TEN
Titans,10/8/21,Brett Kern,right groin injury (out),Brett,Kern,2021,TEN,2021_Kern_TEN
Titans,12/17/21,Tory Carter,ankle injury (out),Tory,Carter,2021,TEN,2021_Carter_TEN
Titans,11/19/21,Rashaan Evans,ankle injury (out),Rashaan,Evans,2021,TEN,2021_Evans_TEN
Titans,11/5/21,Nate Davis ,concussion (out),Nate,Davis,2021,TEN,2021_Davis_TEN
Titans,10/11/19,Sharif Finch,shoulder injury (out),Sharif,Finch,2019,TEN,2019_Finch_TEN
Titans,10/25/19,Chris Milton,calf injury (out),Chris,Milton,2019,TEN,2019_Milton_TEN
Titans,11/19/21,Nate Davis ,concussion (out),Nate,Davis,2021,TEN,2021_Davis_TEN
Titans,11/8/19,Delanie Walker,ankle injury (out),Delanie,Walker,2019,TEN,2019_Walker_TEN
Titans,11/26/21,Jeremy McNichols,concussion (out),Jeremy,McNichols,2021,TEN,2021_McNichols_TEN
Titans,9/10/21,David Long Jr. ,hamstring injury (out),David,Long,2021,TEN,2021_Long_TEN
Titans,12/6/19,Adoree' Jackson,foot injury (out),Adoree',Jackson,2019,TEN,2019_Jackson_TEN
Titans,12/11/20,Adoree' Jackson,knee injury (out),Adoree',Jackson,2020,TEN,2020_Jackson_TEN
Titans,12/22/21,David Long Jr. ,hamstring injury (out),David,Long,2021,TEN,2021_Long_TEN
Titans,11/12/21,David Long Jr. ,hamstring injury (out),David,Long,2021,TEN,2021_Long_TEN
Titans,11/29/19,Leshaun Sims,ankle injury (out),Leshaun,Sims,2019,TEN,2019_Sims_TEN
Titans,11/12/21,Dane Cruikshank,knee injury (out),Dane,Cruikshank,2021,TEN,2021_Cruikshank_TEN
Titans,9/24/21,Caleb Farley,shoulder injury (out),Caleb,Farley,2021,TEN,2021_Farley_TEN
Titans,10/25/19,Delanie Walker,ankle injury (out),Delanie,Walker,2019,TEN,2019_Walker_TEN
Titans,9/25/20,Chris Jackson ,hamstring injury (out),Chris,Jackson,2020,TEN,2020_Jackson_TEN
Titans,9/13/19,Reggie Gilbert,knee injury (out),Reggie,Gilbert,2019,TEN,2019_Gilbert_TEN
Titans,9/12/20,Derick Roberson,knee injury (out),Derick,Roberson,2020,TEN,2020_Roberson_TEN
Titans,12/4/20,Adoree' Jackson,knee injury (out),Adoree',Jackson,2020,TEN,2020_Jackson_TEN
Titans,12/20/19,Adoree' Jackson,foot injury (out),Adoree',Jackson,2019,TEN,2019_Jackson_TEN
Titans,12/17/21,Rodger Saffold,shoulder injury (out),Rodger,Saffold,2021,TEN,2021_Saffold_TEN
Titans,11/20/20,Larrell Murchison,rib injury (out),Larrell,Murchison,2020,TEN,2020_Murchison_TEN
Titans,10/25/19,Sharif Finch,shoulder injury (out),Sharif,Finch,2019,TEN,2019_Finch_TEN
Titans,11/27/20,Adam Humphries,concussion (out),Adam,Humphries,2020,TEN,2020_Humphries_TEN
Titans,11/20/20,Adoree' Jackson,knee injury (out),Adoree',Jackson,2020,TEN,2020_Jackson_TEN
Titans,9/18/19,David Fluellen,hamstring injury (out),David,Fluellen,2019,TEN,2019_Fluellen_TEN
Titans,10/11/19,Cameron Wake,hamstring injury (out),Cameron,Wake,2019,TEN,2019_Wake_TEN
Titans,9/24/21,Anthony Firkser,knee injury (out),Anthony,Firkser,2021,TEN,2021_Firkser_TEN
Titans,11/26/21,A.J. Brown,chest injury (out),A.J.,Brown,2021,TEN,2021_Brown_TEN
Titans,11/1/19,Ben Jones ,concussion (out),Ben,Jones,2019,TEN,2019_Jones_TEN
Titans,11/11/20,MyCole Pruitt,knee injury (out),MyCole,Pruitt,2020,TEN,2020_Pruitt_TEN
Titans,9/12/20,Adoree' Jackson,knee injury (out),Adoree',Jackson,2020,TEN,2020_Jackson_TEN
Titans,12/11/21,Zach Cunningham,non-injury related (out),Zach,Cunningham,2021,TEN,2021_Cunningham_TEN
Titans,12/13/19,Daren Bates,shoulder injury (out),Daren,Bates,2019,TEN,2019_Bates_TEN
Titans,12/6/19,Adam Humphries,ankle injury (out),Adam,Humphries,2019,TEN,2019_Humphries_TEN
Titans,12/4/20,Isaiah Wilson,illness (out),Isaiah,Wilson,2020,TEN,2020_Wilson_TEN
Titans,1/7/22,Naquan Jones,knee injury (out),Naquan,Jones,2021,TEN,2021_Jones_TEN
Titans,11/6/20,Adam Humphries,concussion (out),Adam,Humphries,2020,TEN,2020_Humphries_TEN
Titans,10/25/19,Adoree' Jackson,foot injury (out),Adoree',Jackson,2019,TEN,2019_Jackson_TEN
Titans,1/9/20,Adam Humphries,ankle injury (out),Adam,Humphries,2019,TEN,2019_Humphries_TEN
Titans,12/17/21,David Long Jr. ,hamstring injury (out),David,Long,2021,TEN,2021_Long_TEN
Titans,9/17/21,Caleb Farley,shoulder injury (out),Caleb,Farley,2021,TEN,2021_Farley_TEN
Titans,11/1/19,Delanie Walker,ankle injury (out),Delanie,Walker,2019,TEN,2019_Walker_TEN
Titans,1/7/22,Teair Tart,ankle injury (out),Teair,Tart,2021,TEN,2021_Tart_TEN
Titans,11/12/21,Greg Mabin,ankle injury (out),Greg,Mabin,2021,TEN,2021_Mabin_TEN
Titans,11/19/21,Greg Mabin,ankle injury (out),Greg,Mabin,2021,TEN,2021_Mabin_TEN
Titans,10/1/21,A.J. Brown,hamstring injury (out),A.J.,Brown,2021,TEN,2021_Brown_TEN
Titans,9/27/19,Kevin Pamphile,knee injury (out),Kevin,Pamphile,2019,TEN,2019_Pamphile_TEN
Titans,11/20/20,Adam Humphries,concussion (out),Adam,Humphries,2020,TEN,2020_Humphries_TEN
Titans,11/26/21,David Long Jr. ,hamstring injury (out),David,Long,2021,TEN,2021_Long_TEN
Titans,11/5/21,Khari Blasingame,knee injury (out),Khari,Blasingame,2021,TEN,2021_Blasingame_TEN
Titans,11/5/21,Greg Mabin,ankle injury (out),Greg,Mabin,2021,TEN,2021_Mabin_TEN
Titans,1/2/20,Adam Humphries,ankle injury (out),Adam,Humphries,2019,TEN,2019_Humphries_TEN
Titans,9/18/19,Chris Milton,collarbone injury (out),Chris,Milton,2019,TEN,2019_Milton_TEN
Titans,12/25/20,Derick Roberson,hamstring injury (out),Derick,Roberson,2020,TEN,2020_Roberson_TEN
Titans,11/6/20,Brett Kern,wrist injury (out),Brett,Kern,2020,TEN,2020_Kern_TEN
Titans,11/19/21,David Long Jr. ,hamstring injury (out),David,Long,2021,TEN,2021_Long_TEN
Titans,9/25/20,A.J. Brown,knee injury (out),A.J.,Brown,2020,TEN,2020_Brown_TEN
Titans,9/24/21,Derick Roberson,knee injury (out),Derick,Roberson,2021,TEN,2021_Roberson_TEN
Titans,12/13/19,Adam Humphries,ankle injury (out),Adam,Humphries,2019,TEN,2019_Humphries_TEN
Titans,10/1/21,Brett Kern,right groin injury (out),Brett,Kern,2021,TEN,2021_Kern_TEN
Titans,9/18/19,Kevin Pamphile,knee injury (out),Kevin,Pamphile,2019,TEN,2019_Pamphile_TEN
Titans,11/1/19,Jurrell Casey,shoulder injury (out),Jurrell,Casey,2019,TEN,2019_Casey_TEN
Titans,12/13/19,Adoree' Jackson,foot injury (out),Adoree',Jackson,2019,TEN,2019_Jackson_TEN
Titans,1/9/20,Jayon Brown,shoulder injury (out),Jayon,Brown,2019,TEN,2019_Brown_TEN
Vikings,10/1/21,Ihmir Smith-Marsette,toe injury (out),Ihmir,Smith-Marsette,2021,MIN,2021_Smith-Marsette_MIN
Vikings,11/30/19,Ben Gedeon,concussion (out),Ben,Gedeon,2019,MIN,2019_Gedeon_MIN
Vikings,10/29/21,Michael Pierce,elbow injury (out),Michael,Pierce,2021,MIN,2021_Pierce_MIN
Vikings,12/21/19,Dalvin Cook,chest injury (out),Dalvin,Cook,2019,MIN,2019_Cook_MIN
Vikings,10/16/20,Dru Samia,wrist injury (out),Dru,Samia,2020,MIN,2020_Samia_MIN
Vikings,1/1/21,Jalyn Holmes,groin injury (out),Jalyn,Holmes,2020,MIN,2020_Holmes_MIN
Vikings,10/18/19,Ben Gedeon,concussion (out),Ben,Gedeon,2019,MIN,2019_Gedeon_MIN
Vikings,9/25/21,Harrison Hand,hamstring injury (out),Harrison,Hand,2021,MIN,2021_Hand_MIN
Vikings,10/16/20,Dalvin Cook,groin injury (out),Dalvin,Cook,2020,MIN,2020_Cook_MIN
Vikings,12/27/19,Eric Kendricks,quadriceps injury (out),Eric,Kendricks,2019,MIN,2019_Kendricks_MIN
Vikings,12/24/20,Kyle Rudolph,foot injury (out),Kyle,Rudolph,2020,MIN,2020_Rudolph_MIN
Vikings,10/16/20,K.J. Osborn,hamstring injury (out),K.J.,Osborn,2020,MIN,2020_Osborn_MIN
Vikings,10/11/19,Josh Kline,foot injury (out),Josh,Kline,2019,MIN,2019_Kline_MIN
Vikings,12/24/20,Troy Dye,concussion (out),Troy,Dye,2020,MIN,2020_Dye_MIN
Vikings,9/18/20,Cameron Dantzler,rib injury (out),Cameron,Dantzler,2020,MIN,2020_Dantzler_MIN
Vikings,10/4/19,Mackensie Alexander,elbow injury (out),Mackensie,Alexander,2019,MIN,2019_Alexander_MIN
Vikings,10/4/19,Kentrell Brothers,hamstring injury (out),Kentrell,Brothers,2019,MIN,2019_Brothers_MIN
Vikings,11/15/19,Anthony Harris ,groin injury (out),Anthony,Harris,2019,MIN,2019_Harris_MIN
Vikings,9/25/20,Mike Hughes ,neck injury (out),Mike,Hughes,2020,MIN,2020_Hughes_MIN
Vikings,11/5/21,Michael Pierce,elbow injury (out),Michael,Pierce,2021,MIN,2021_Pierce_MIN
Vikings,10/16/20,Kris Boyd,hamstring injury (out),Kris,Boyd,2020,MIN,2020_Boyd_MIN
Vikings,11/15/19,Linval Joseph,knee injury (out),Linval,Joseph,2019,MIN,2019_Joseph_MIN
Vikings,12/24/20,Eric Kendricks,calf injury (out),Eric,Kendricks,2020,MIN,2020_Kendricks_MIN
Vikings,10/15/21,Michael Pierce,elbow injury (out),Michael,Pierce,2021,MIN,2021_Pierce_MIN
Vikings,11/8/19,Linval Joseph,knee injury (out),Linval,Joseph,2019,MIN,2019_Joseph_MIN
Vikings,11/20/20,Ezra Cleveland,ankle injury (out),Ezra,Cleveland,2020,MIN,2020_Cleveland_MIN
Vikings,11/6/20,Holton Hill,foot injury (out),Holton,Hill,2020,MIN,2020_Hill_MIN
Vikings,10/2/20,Mike Hughes ,neck injury (out),Mike,Hughes,2020,MIN,2020_Hughes_MIN
Vikings,9/24/21,Christian Darrisaw,groin injury (out),Christian,Darrisaw,2021,MIN,2021_Darrisaw_MIN
Vikings,10/30/20,Holton Hill,foot injury (out),Holton,Hill,2020,MIN,2020_Hill_MIN
Vikings,12/3/21,Christian Darrisaw,ankle injury (out),Christian,Darrisaw,2021,MIN,2021_Darrisaw_MIN
Vikings,1/1/21,Ifeadi Odenigbo,chest injury (out),Ifeadi,Odenigbo,2020,MIN,2020_Odenigbo_MIN
Vikings,12/20/19,Christian Jones ,shoulder injury (out),Christian,Jones,2019,MIN,2019_Jones_MIN
Vikings,9/13/19,Mackensie Alexander,elbow injury (out),Mackensie,Alexander,2019,MIN,2019_Alexander_MIN
Vikings,8/2/22,Irv Smith Jr.,surgery on thumb (out indefinitely),Irv,Smith,2022,MIN,2022_Smith_MIN
Vikings,11/15/19,Adam Thielen,hamstring injury (out),Adam,Thielen,2019,MIN,2019_Thielen_MIN
Vikings,1/9/20,Mackensie Alexander,knee injury (out),Mackensie,Alexander,2019,MIN,2019_Alexander_MIN
Vikings,12/24/20,Alexander Mattison,concussion (out),Alexander,Mattison,2020,MIN,2020_Mattison_MIN
Vikings,12/3/21,Dalvin Cook,shoulder injury (out),Dalvin,Cook,2021,MIN,2021_Cook_MIN
Vikings,12/4/20,Irv Smith Jr.,back injury (out),Irv,Smith,2020,MIN,2020_Smith_MIN
Vikings,12/8/21,Christian Darrisaw,ankle injury (out),Christian,Darrisaw,2021,MIN,2021_Darrisaw_MIN
Vikings,10/8/21,Ihmir Smith-Marsette,toe injury (out),Ihmir,Smith-Marsette,2021,MIN,2021_Smith-Marsette_MIN
Vikings,9/25/20,Cameron Dantzler,rib injury (out),Cameron,Dantzler,2020,MIN,2020_Dantzler_MIN
Vikings,11/19/21,Wyatt Davis,ankle injury (out),Wyatt,Davis,2021,MIN,2021_Davis_MIN
Vikings,9/10/21,Anthony Barr,knee injury (out),Anthony,Barr,2021,MIN,2021_Barr_MIN
Vikings,8/1/22,Irv Smith Jr.,thumb injury (out),Irv,Smith,2022,MIN,2022_Smith_MIN
Vikings,1/3/20,Mackensie Alexander,knee injury (out),Mackensie,Alexander,2019,MIN,2019_Alexander_MIN
Vikings,9/17/21,Everson Griffen,concussion (out),Everson,Griffen,2021,MIN,2021_Griffen_MIN
Vikings,9/27/19,Kentrell Brothers,wrist injury (out),Kentrell,Brothers,2019,MIN,2019_Brothers_MIN
Vikings,12/24/20,Jalyn Holmes,groin injury (out),Jalyn,Holmes,2020,MIN,2020_Holmes_MIN
Vikings,11/15/19,Josh Kline,concussion (out),Josh,Kline,2019,MIN,2019_Kline_MIN
Vikings,12/3/21,Camryn Bynum,ankle injury (out),Camryn,Bynum,2021,MIN,2021_Bynum_MIN
Vikings,9/20/19,Mackensie Alexander,elbow injury (out),Mackensie,Alexander,2019,MIN,2019_Alexander_MIN
Vikings,12/4/20,D.J. Wonnum,ankle injury (out),D.J.,Wonnum,2020,MIN,2020_Wonnum_MIN
Vikings,11/14/20,Irv Smith Jr.,groin injury (out),Irv,Smith,2020,MIN,2020_Smith_MIN
Vikings,10/9/20,K.J. Osborn,hamstring injury (out),K.J.,Osborn,2020,MIN,2020_Osborn_MIN
Vikings,9/24/21,Anthony Barr,knee injury (out),Anthony,Barr,2021,MIN,2021_Barr_MIN
Vikings,9/17/21,Anthony Barr,knee injury (out),Anthony,Barr,2021,MIN,2021_Barr_MIN
Vikings,11/8/19,Andrew Sendejo,groin injury (out),Andrew,Sendejo,2019,MIN,2019_Sendejo_MIN
Vikings,1/1/21,Eric Kendricks,calf injury (out),Eric,Kendricks,2020,MIN,2020_Kendricks_MIN
