Team,Date,Relinquished,Notes,first_name,last_name,season,team_abbreviation,player_id
Saints,10/25/19,Patrick Robinson ,hamstring injury (out),Patrick,Robinson,2019,NO,2019_Robinson_NO
Saints,12/14/19,Vonn Bell,knee injury (out),Vonn,Bell,2019,NO,2019_Bell_NO
Saints,12/10/21,Pete Werner,elbow injury (out),Pete,Werner,2021,NO,2021_Werner_NO
Saints,10/1/21,Terron Armstead,elbow injury (out),Terron,Armstead,2021,NO,2021_Armstead_NO
Saints,10/8/21,Terron Armstead,elbow injury (out),Terron,Armstead,2021,NO,2021_Armstead_NO
Saints,12/6/19,Andrus Peat,forearm injury (out),Andrus,Peat,2019,NO,2019_Peat_NO
Saints,11/15/19,Deonte Harris ,hamstring injury (out),Deonte,Harris,2019,NO,2019_Harris_NO
Saints,10/18/19,Alvin Kamara,ankle injury (out),Alvin,Kamara,2019,NO,2019_Kamara_NO
Saints,10/18/19,Drew Brees,right thumb injury (out),Drew,Brees,2019,NO,2019_Brees_NO
Saints,9/27/19,Tre'Quan Smith,ankle injury (out),Tre'Quan,Smith,2019,NO,2019_Smith_NO
Saints,12/27/19,Vonn Bell,knee injury (out),Vonn,Bell,2019,NO,2019_Bell_NO
Saints,12/18/20,Nick Easton,concussion (out),Nick,Easton,2020,NO,2020_Easton_NO
Saints,9/20/19,Sheldon Rankins,Achilles injury (out),Sheldon,Rankins,2019,NO,2019_Rankins_NO
Saints,12/20/19,Larry Warford,knee injury (out),Larry,Warford,2019,NO,2019_Warford_NO
Saints,12/24/20,Nick Easton,concussion (out),Nick,Easton,2020,NO,2020_Easton_NO
Saints,12/27/19,Marcus Williams ,groin injury (out),Marcus,Williams,2019,NO,2019_Williams_NO
Saints,12/14/19,Kiko Alonso,knee injury (out),Kiko,Alonso,2019,NO,2019_Alonso_NO
Saints,1/8/21,Trey Hendrickson,neck injury (out),Trey,Hendrickson,2020,NO,2020_Hendrickson_NO
Saints,10/1/21,Erik McCoy,calf injury (out),Erik,McCoy,2021,NO,2021_McCoy_NO
Saints,1/8/21,Nick Easton,concussion (out),Nick,Easton,2020,NO,2020_Easton_NO
Saints,11/20/20,Josh Hill ,concussion (out),Josh,Hill,2020,NO,2020_Hill_NO
Saints,12/31/21,Tre'Quan Smith,chest injury (out),Tre'Quan,Smith,2021,NO,2021_Smith_NO
Saints,11/5/21,Jameis Winston,"torn ACL, MCL in left knee (out)",Jameis,Winston,2021,NO,2021_Winston_NO
Saints,9/20/19,Tre'Quan Smith,ankle injury (out),Tre'Quan,Smith,2019,NO,2019_Smith_NO
Saints,12/14/19,Johnson Bademosi,foot injury (out),Johnson,Bademosi,2019,NO,2019_Bademosi_NO
Saints,12/20/19,Vonn Bell,knee injury (out),Vonn,Bell,2019,NO,2019_Bell_NO
Saints,9/20/19,Drew Brees,right thumb injury (out),Drew,Brees,2019,NO,2019_Brees_NO
Saints,11/19/21,Malcolm Roach,knee injury (out),Malcolm,Roach,2021,NO,2021_Roach_NO
Saints,9/19/20,Marcus Davenport,elbow injury (out),Marcus,Davenport,2020,NO,2020_Davenport_NO
Saints,12/20/19,Kiko Alonso,quadriceps injury (out),Kiko,Alonso,2019,NO,2019_Alonso_NO
Saints,10/8/21,Erik McCoy,calf injury (out),Erik,McCoy,2021,NO,2021_McCoy_NO
Saints,11/19/21,Ty Montgomery,hand injury (out),Ty,Montgomery,2021,NO,2021_Montgomery_NO
Saints,11/19/21,Terron Armstead,"knee, shoulder injuries (out)",Terron,Armstead,2021,NO,2021_Armstead_NO
Saints,12/11/20,Malcom Brown,shoulder injury (out),Malcom,Brown,2020,NO,2020_Brown_NO
Saints,11/24/21,Tanoh Kpassagnon,ankle injury (out),Tanoh,Kpassagnon,2021,NO,2021_Kpassagnon_NO
Saints,11/12/21,Chauncey Gardner-Johnson ,foot injury (out),Chauncey,Gardner-Johnson,2021,NO,2021_Gardner-Johnson_NO
Saints,1/7/22,P.J. Williams,ankle injury (out),P.J.,Williams,2021,NO,2021_Williams_NO
Saints,12/18/20,Malcom Brown,shoulder injury (out),Malcom,Brown,2020,NO,2020_Brown_NO
Saints,9/24/21,Erik McCoy,calf injury (out),Erik,McCoy,2021,NO,2021_McCoy_NO
Saints,10/18/19,Trey Hendrickson,neck injury (out),Trey,Hendrickson,2019,NO,2019_Hendrickson_NO
Saints,1/1/21,Marcus Williams ,ankle injury (out),Marcus,Williams,2020,NO,2020_Williams_NO
Saints,12/17/21,Garrett Griffin,knee injury (out),Garrett,Griffin,2021,NO,2021_Griffin_NO
Saints,11/15/19,Marshon Lattimore,hamstring injury (out),Marshon,Lattimore,2019,NO,2019_Lattimore_NO
Saints,10/25/19,Jared Cook,ankle injury (out),Jared,Cook,2019,NO,2019_Cook_NO
Saints,9/11/22,Paulson Adebo,ankle injury (out),Paulson,Adebo,2022,NO,2022_Adebo_NO
Saints,11/22/19,Andrus Peat,forearm injury (out),Andrus,Peat,2019,NO,2019_Peat_NO
Saints,11/19/21,Tanoh Kpassagnon,ankle injury (out),Tanoh,Kpassagnon,2021,NO,2021_Kpassagnon_NO
Saints,10/23/20,Nick Easton,concussion (out),Nick,Easton,2020,NO,2020_Easton_NO
Saints,10/10/20,Janoris Jenkins,shoulder injury (out),Janoris,Jenkins,2020,NO,2020_Jenkins_NO
Saints,12/1/21,Marcus Davenport,shoulder injury (out),Marcus,Davenport,2021,NO,2021_Davenport_NO
Saints,12/18/20,Michael Thomas ,ankle injury (out),Michael,Thomas,2020,NO,2020_Thomas_NO
Saints,11/27/19,Zach Line,knee injury (out),Zach,Line,2019,NO,2019_Line_NO
Saints,9/11/22,Dwayne Washington,hamstring injury (out),Dwayne,Washington,2022,NO,2022_Washington_NO
Saints,10/18/19,Tre'Quan Smith,ankle injury (out),Tre'Quan,Smith,2019,NO,2019_Smith_NO
Saints,1/15/21,Patrick Robinson ,hamstring injury (out),Patrick,Robinson,2020,NO,2020_Robinson_NO
Saints,10/23/21,Dwayne Washington,neck injury (out),Dwayne,Washington,2021,NO,2021_Washington_NO
Saints,10/11/19,Trey Hendrickson,neck injury (out),Trey,Hendrickson,2019,NO,2019_Hendrickson_NO
Saints,11/24/21,Alvin Kamara,knee injury (out),Alvin,Kamara,2021,NO,2021_Kamara_NO
Saints,10/11/19,Tre'Quan Smith,ankle injury (out),Tre'Quan,Smith,2019,NO,2019_Smith_NO
Saints,10/11/19,Drew Brees,right thumb injury (out),Drew,Brees,2019,NO,2019_Brees_NO
Saints,12/1/21,Kaden Elliss,hamstring injury (out),Kaden,Elliss,2021,NO,2021_Elliss_NO
Saints,11/27/20,Ty Montgomery,hamstring injury (out),Ty,Montgomery,2020,NO,2020_Montgomery_NO
Saints,10/23/20,Michael Thomas ,ankle injury (out),Michael,Thomas,2020,NO,2020_Thomas_NO
Saints,1/1/21,Josh Hill ,hand injury (out),Josh,Hill,2020,NO,2020_Hill_NO
Saints,1/7/22,Terron Armstead,knee injury (out),Terron,Armstead,2021,NO,2021_Armstead_NO
Saints,12/1/21,Tanoh Kpassagnon,ankle injury (out),Tanoh,Kpassagnon,2021,NO,2021_Kpassagnon_NO
Saints,12/24/20,Marcus Williams ,ankle injury (out),Marcus,Williams,2020,NO,2020_Williams_NO
Saints,10/4/19,Trey Hendrickson,neck injury (out),Trey,Hendrickson,2019,NO,2019_Hendrickson_NO
Saints,10/4/19,Drew Brees,right thumb injury (out),Drew,Brees,2019,NO,2019_Brees_NO
Saints,10/2/20,Andrus Peat,ankle injury (out),Andrus,Peat,2020,NO,2020_Peat_NO
Saints,9/11/22,Tre'Quan Smith,shoulder injury (out),Tre'Quan,Smith,2022,NO,2022_Smith_NO
Saints,11/24/21,Ryan Ramczyk,knee injury (out),Ryan,Ramczyk,2021,NO,2021_Ramczyk_NO
Saints,11/5/21,Carl Granderson,shoulder injury (out),Carl,Granderson,2021,NO,2021_Granderson_NO
Saints,10/29/21,Payton Turner,calf injury (out),Payton,Turner,2021,NO,2021_Turner_NO
Saints,12/17/21,Ryan Ramczyk,knee injury (out),Ryan,Ramczyk,2021,NO,2021_Ramczyk_NO
Saints,12/17/21,Terron Armstead,knee injury (out),Terron,Armstead,2021,NO,2021_Armstead_NO
Saints,11/19/21,Alvin Kamara,knee injury (out),Alvin,Kamara,2021,NO,2021_Kamara_NO
Saints,10/18/19,Jared Cook,ankle injury (out),Jared,Cook,2019,NO,2019_Cook_NO
Saints,9/27/19,Will Clapp,hand injury (out),Will,Clapp,2019,NO,2019_Clapp_NO
Saints,10/30/20,Michael Thomas ,ankle injury (out),Michael,Thomas,2020,NO,2020_Thomas_NO
Saints,1/3/20,Zach Line,knee injury (out),Zach,Line,2019,NO,2019_Line_NO
Saints,9/17/21,Erik McCoy,calf injury (out),Erik,McCoy,2021,NO,2021_McCoy_NO
Saints,11/19/21,Ryan Ramczyk,knee injury (out),Ryan,Ramczyk,2021,NO,2021_Ramczyk_NO
Saints,9/19/20,Michael Thomas ,ankle injury (out),Michael,Thomas,2020,NO,2020_Thomas_NO
Saints,11/27/20,Andrus Peat,concussion (out),Andrus,Peat,2020,NO,2020_Peat_NO
Saints,10/29/21,Taysom Hill,concussion (out),Taysom,Hill,2021,NO,2021_Hill_NO
Saints,10/10/20,Justin Hardee,hamstring injury (out),Justin,Hardee,2020,NO,2020_Hardee_NO
Saints,10/23/21,Deonte Harris ,hamstring injury (out),Deonte,Harris,2021,NO,2021_Harris_NO
Saints,10/30/20,Marquez Callaway,ankle injury (out),Marquez,Callaway,2020,NO,2020_Callaway_NO
Saints,10/10/20,Deonte Harris ,hamstring injury (out),Deonte,Harris,2020,NO,2020_Harris_NO
Saints,10/23/21,Payton Turner,calf injury (out),Payton,Turner,2021,NO,2021_Turner_NO
Saints,11/12/21,Alvin Kamara,knee injury (out),Alvin,Kamara,2021,NO,2021_Kamara_NO
Saints,10/29/21,Andrus Peat,pectoral injury (out),Andrus,Peat,2021,NO,2021_Peat_NO
Saints,10/23/21,Taysom Hill,concussion (out),Taysom,Hill,2021,NO,2021_Hill_NO
Saints,9/17/21,Chase Hansen,groin injury (out),Chase,Hansen,2021,NO,2021_Hansen_NO
Saints,11/15/19,Andrus Peat,forearm injury (out),Andrus,Peat,2019,NO,2019_Peat_NO
Saints,1/3/20,Eli Apple,ankle injury (out),Eli,Apple,2019,NO,2019_Apple_NO
Saints,11/24/21,Marcus Davenport,shoulder injury (out),Marcus,Davenport,2021,NO,2021_Davenport_NO
Saints,10/30/20,Nick Easton,elbow injury (out),Nick,Easton,2020,NO,2020_Easton_NO
Saints,9/13/19,Sheldon Rankins,Achilles injury (out),Sheldon,Rankins,2019,NO,2019_Rankins_NO
Saints,9/17/21,Pete Werner,hamstring injury (out),Pete,Werner,2021,NO,2021_Werner_NO
Saints,9/11/20,Marcus Davenport,elbow injury (out),Marcus,Davenport,2020,NO,2020_Davenport_NO
Saints,1/7/22,Bradley Roby,shoulder injury (out),Bradley,Roby,2021,NO,2021_Roby_NO
Saints,10/29/21,Dwayne Washington,neck injury (out),Dwayne,Washington,2021,NO,2021_Washington_NO
Seahawks,10/9/20,Jamal Adams,groin injury (out),Jamal,Adams,2020,SEA,2020_Adams_SEA
Seahawks,12/6/19,Neiko Thorpe,core muscle injury (out),Neiko,Thorpe,2019,SEA,2019_Thorpe_SEA
Seahawks,12/24/21,Jon Rhattigan,knee injury (out),Jon,Rhattigan,2021,SEA,2021_Rhattigan_SEA
Seahawks,10/6/21,D'Wayne Eskridge ,concussion (out),D'Wayne,Eskridge,2021,SEA,2021_Eskridge_SEA
Seahawks,12/27/19,Duane Brown,knee injury (out),Duane,Brown,2019,SEA,2019_Brown_SEA
Seahawks,12/10/21,Travis Homer,"calf, hamstring injuries (out)",Travis,Homer,2021,SEA,2021_Homer_SEA
Seahawks,12/11/20,Jamarco Jones,groin injury (out),Jamarco,Jones,2020,SEA,2020_Jones_SEA
Seahawks,11/27/21,Rashaad Penny,hamstring injury (out),Rashaad,Penny,2021,SEA,2021_Penny_SEA
Seahawks,11/28/20,Brandon Shell,ankle injury (out),Brandon,Shell,2020,SEA,2020_Shell_SEA
Seahawks,11/27/21,Jamarco Jones,back injury (out),Jamarco,Jones,2021,SEA,2021_Jones_SEA
Seahawks,11/6/20,Ugochukwu Amadi ,hamstring injury (out),Ugochukwu,Amadi,2020,SEA,2020_Amadi_SEA
Seahawks,12/27/19,Malik Turner,concussion (out),Malik,Turner,2019,SEA,2019_Turner_SEA
Seahawks,11/27/21,Travis Homer,calf injury (out),Travis,Homer,2021,SEA,2021_Homer_SEA
Seahawks,10/2/20,Jordyn Brooks,knee injury (out),Jordyn,Brooks,2020,SEA,2020_Brooks_SEA
Seahawks,1/1/21,DeeJay Dallas,ankle injury (out),DeeJay,Dallas,2020,SEA,2020_Dallas_SEA
Seahawks,1/7/22,Brandon Shell,shoulder injury (out),Brandon,Shell,2021,SEA,2021_Shell_SEA
Seahawks,11/13/20,Shaquill Griffin,concussion (out),Shaquill,Griffin,2020,SEA,2020_Griffin_SEA
Seahawks,11/6/20,Shaquill Griffin,concussion (out),Shaquill,Griffin,2020,SEA,2020_Griffin_SEA
Seahawks,11/13/20,Ethan Pocic,concussion (out),Ethan,Pocic,2020,SEA,2020_Pocic_SEA
Seahawks,12/10/21,Brandon Shell,shoulder injury (out),Brandon,Shell,2021,SEA,2021_Shell_SEA
Seahawks,11/27/21,Tre Brown,knee injury (out),Tre,Brown,2021,SEA,2021_Brown_SEA
Seahawks,12/15/22,Tyler Lockett,fractured index finger (out indefinitely),Tyler,Lockett,2022,SEA,2022_Lockett_SEA
Seahawks,12/18/20,Phil Haynes,groin injury (out),Phil,Haynes,2020,SEA,2020_Haynes_SEA
Seahawks,11/27/21,Damien Lewis,elbow injury (out),Damien,Lewis,2021,SEA,2021_Lewis_SEA
Seahawks,11/12/21,Cody Barton,quadriceps injury (out),Cody,Barton,2021,SEA,2021_Barton_SEA
Seahawks,1/1/21,Jayson Stanley,hamstring injury (out),Jayson,Stanley,2020,SEA,2020_Stanley_SEA
Seahawks,11/6/20,Benson Mayowa,ankle injury (out),Benson,Mayowa,2020,SEA,2020_Mayowa_SEA
Seahawks,10/29/21,Marquise Blair,knee injury (out),Marquise,Blair,2021,SEA,2021_Blair_SEA
Seahawks,11/6/20,Carlos Hyde,hamstring injury (out),Carlos,Hyde,2020,SEA,2020_Hyde_SEA
Seahawks,1/3/20,Duane Brown,knee injury (out),Duane,Brown,2019,SEA,2019_Brown_SEA
Seahawks,12/25/20,DeeJay Dallas,ankle injury (out),DeeJay,Dallas,2020,SEA,2020_Dallas_SEA
Seahawks,12/31/21,Jon Rhattigan,knee injury (out),Jon,Rhattigan,2021,SEA,2021_Rhattigan_SEA
Seahawks,12/18/20,Jamarco Jones,groin injury (out),Jamarco,Jones,2020,SEA,2020_Jones_SEA
Seahawks,9/24/21,Rashaad Penny,calf injury (out),Rashaad,Penny,2021,SEA,2021_Penny_SEA
Seahawks,9/24/21,Brandon Shell,ankle injury (out),Brandon,Shell,2021,SEA,2021_Shell_SEA
Seahawks,10/2/20,Quinton Dunbar,knee injury (out),Quinton,Dunbar,2020,SEA,2020_Dunbar_SEA
Seahawks,1/7/22,John Reid,concussion (out),John,Reid,2021,SEA,2021_Reid_SEA
Seahawks,10/18/19,Will Dissly,Achilles injury (out),Will,Dissly,2019,SEA,2019_Dissly_SEA
Seahawks,10/2/20,Jamal Adams,groin injury (out),Jamal,Adams,2020,SEA,2020_Adams_SEA
Seahawks,12/13/19,Mychal Kendricks,hamstring injury (out),Mychal,Kendricks,2019,SEA,2019_Kendricks_SEA
Seahawks,12/10/21,Jamal Adams,shoulder injury (out),Jamal,Adams,2021,SEA,2021_Adams_SEA
Seahawks,9/24/21,D'Wayne Eskridge ,concussion (out),D'Wayne,Eskridge,2021,SEA,2021_Eskridge_SEA
Seahawks,1/7/22,Bobby Wagner,knee injury (out),Bobby,Wagner,2021,SEA,2021_Wagner_SEA
Seahawks,9/13/19,David Moore ,shoulder injury (out),David,Moore,2019,SEA,2019_Moore_SEA
Seahawks,9/13/19,Joey Hunt,ankle injury (out),Joey,Hunt,2019,SEA,2019_Hunt_SEA
Seahawks,11/13/20,Bryan Mone,ankle injury (out),Bryan,Mone,2020,SEA,2020_Mone_SEA
Seahawks,10/1/21,Rashaad Penny,calf injury (out),Rashaad,Penny,2021,SEA,2021_Penny_SEA
Seahawks,11/6/20,Mike Iupati,back injury (out),Mike,Iupati,2020,SEA,2020_Iupati_SEA
Seahawks,12/10/21,Kyle Fuller ,calf injury (out),Kyle,Fuller,2021,SEA,2021_Fuller_SEA
Seahawks,1/3/20,Malik Turner,concussion (out),Malik,Turner,2019,SEA,2019_Turner_SEA
Seahawks,8/1/22,Pete Carroll,head coach COVID-19 (positive test),Pete,Carroll,2022,SEA,2022_Carroll_SEA
Seahawks,11/18/20,Shaquill Griffin,hamstring injury (out),Shaquill,Griffin,2020,SEA,2020_Griffin_SEA
Seahawks,11/18/20,Quinton Dunbar,knee injury (out),Quinton,Dunbar,2020,SEA,2020_Dunbar_SEA
Seahawks,10/30/20,Shaquill Griffin,concussion (out),Shaquill,Griffin,2020,SEA,2020_Griffin_SEA
Seahawks,10/23/20,Jamal Adams,groin injury (out),Jamal,Adams,2020,SEA,2020_Adams_SEA
Seahawks,12/13/19,Rashaad Penny,knee injury (out),Rashaad,Penny,2019,SEA,2019_Penny_SEA
Seahawks,1/3/20,Mychal Kendricks,knee injury (out),Mychal,Kendricks,2019,SEA,2019_Kendricks_SEA
Seahawks,12/18/20,Travis Homer,knee injury (out),Travis,Homer,2020,SEA,2020_Homer_SEA
Seahawks,11/18/20,Ethan Pocic,concussion (out),Ethan,Pocic,2020,SEA,2020_Pocic_SEA
Seahawks,9/11/20,Cedric Ogbuehi,pectoral injury (out),Cedric,Ogbuehi,2020,SEA,2020_Ogbuehi_SEA
Seahawks,10/1/21,Brandon Shell,ankle injury (out),Brandon,Shell,2021,SEA,2021_Shell_SEA
Seahawks,11/6/20,Chris Carson,foot injury (out),Chris,Carson,2020,SEA,2020_Carson_SEA
Seahawks,11/28/20,Travis Homer,wrist injury (out),Travis,Homer,2020,SEA,2020_Homer_SEA
Seahawks,10/15/21,Cedric Ogbuehi,"biceps, chest injuries (out)",Cedric,Ogbuehi,2021,SEA,2021_Ogbuehi_SEA
Seahawks,10/25/19,Quinton Jefferson,oblique injury (out),Quinton,Jefferson,2019,SEA,2019_Jefferson_SEA
Seahawks,10/25/19,Delano Hill,elbow injury (out),Delano,Hill,2019,SEA,2019_Hill_SEA
Seahawks,11/18/20,Jordan Simmons,calf injury (out),Jordan,Simmons,2020,SEA,2020_Simmons_SEA
Steelers,10/8/21,James Washington ,groin injury (out),James,Washington,2021,PIT,2021_Washington_PIT
Steelers,11/8/19,James Conner,shoulder injury (out),James,Conner,2019,PIT,2019_Conner_PIT
Steelers,11/8/19,Benny Snell,knee injury (out),Benny,Snell,2019,PIT,2019_Snell_PIT
Steelers,12/11/20,Joe Haden,concussion (out),Joe,Haden,2020,PIT,2020_Haden_PIT
Steelers,11/6/21,Eric Ebron,hamstring injury (out),Eric,Ebron,2021,PIT,2021_Ebron_PIT
Steelers,10/16/20,David DeCastro,abdominal injury (out),David,DeCastro,2020,PIT,2020_DeCastro_PIT
Steelers,10/9/20,Derek Watt,hamstring injury (out),Derek,Watt,2020,PIT,2020_Watt_PIT
Steelers,11/22/19,James Conner,shoulder injury (out),James,Conner,2019,PIT,2019_Conner_PIT
Steelers,10/8/21,Carlos Davis,knee injury (out),Carlos,Davis,2021,PIT,2021_Davis_PIT
Steelers,1/1/21,Chris Boswell,groin injury (out),Chris,Boswell,2020,PIT,2020_Boswell_PIT
Steelers,11/8/19,Ramon Foster,concussion (out),Ramon,Foster,2019,PIT,2019_Foster_PIT
Steelers,12/6/19,JuJu Smith-Schuster,knee injury (out),JuJu,Smith-Schuster,2019,PIT,2019_Smith-Schuster_PIT
Steelers,9/24/21,Alex Highsmith,groin injury (out),Alex,Highsmith,2021,PIT,2021_Highsmith_PIT
Steelers,11/26/21,Eric Ebron,knee injury (out),Eric,Ebron,2021,PIT,2021_Ebron_PIT
Steelers,10/11/19,Roosevelt Nix ,knee injury (out),Roosevelt,Nix,2019,PIT,2019_Nix_PIT
Steelers,10/8/21,Cameron Sutton ,groin injury (out),Cameron,Sutton,2021,PIT,2021_Sutton_PIT
Steelers,10/16/20,Diontae Johnson,back injury (out),Diontae,Johnson,2020,PIT,2020_Johnson_PIT
Steelers,11/19/21,Joe Haden,foot injury (out),Joe,Haden,2021,PIT,2021_Haden_PIT
Steelers,10/11/19,Jaylen Samuels ,arthroscopic surgery on knee injury (out),Jaylen,Samuels,2019,PIT,2019_Samuels_PIT
Steelers,1/1/22,Buddy Johnson,foot injury (out),Buddy,Johnson,2021,PIT,2021_Johnson_PIT
Steelers,11/8/19,Roosevelt Nix ,knee injury (out),Roosevelt,Nix,2019,PIT,2019_Nix_PIT
Steelers,10/4/19,Anthony Chickillo,foot injury (out),Anthony,Chickillo,2019,PIT,2019_Chickillo_PIT
Steelers,1/1/21,Terrell Edmunds,shoulder injury (out),Terrell,Edmunds,2020,PIT,2020_Edmunds_PIT
Steelers,12/27/19,Maurkice Pouncey,knee injury (out),Maurkice,Pouncey,2019,PIT,2019_Pouncey_PIT
Steelers,9/28/19,Anthony Chickillo,foot injury (out),Anthony,Chickillo,2019,PIT,2019_Chickillo_PIT
Steelers,11/12/21,Chase Claypool,toe injury (out),Chase,Claypool,2021,PIT,2021_Claypool_PIT
Steelers,10/29/21,Eric Ebron,hamstring injury (out),Eric,Ebron,2021,PIT,2021_Ebron_PIT
Steelers,10/30/20,Ulysees Gilbert III,back injury (out),Ulysees,Gilbert,2020,PIT,2020_Gilbert_PIT
Steelers,11/26/21,J.C. Hassenauer,pectoral injury (out),J.C.,Hassenauer,2021,PIT,2021_Hassenauer_PIT
Steelers,9/20/19,Roosevelt Nix ,knee injury (out),Roosevelt,Nix,2019,PIT,2019_Nix_PIT
Steelers,12/24/21,Chris Wormley,groin injury (out),Chris,Wormley,2021,PIT,2021_Wormley_PIT
Steelers,11/19/21,Kevin Dotson,ankle injury (out),Kevin,Dotson,2021,PIT,2021_Dotson_PIT
Steelers,1/7/22,Isaiah Buggs,illness (out),Isaiah,Buggs,2021,PIT,2021_Buggs_PIT
Steelers,10/4/19,Roosevelt Nix ,knee injury (out),Roosevelt,Nix,2019,PIT,2019_Nix_PIT
Steelers,9/20/19,Anthony Chickillo,foot injury (out),Anthony,Chickillo,2019,PIT,2019_Chickillo_PIT
Steelers,11/1/19,Ramon Foster,concussion (out),Ramon,Foster,2019,PIT,2019_Foster_PIT
Steelers,12/24/21,Pat Freiermuth,concussion (out),Pat,Freiermuth,2021,PIT,2021_Freiermuth_PIT
Steelers,9/28/19,Vince Williams ,hamstring injury (out),Vince,Williams,2019,PIT,2019_Williams_PIT
Steelers,11/6/20,Tyson Alualu,knee injury (out),Tyson,Alualu,2020,PIT,2020_Alualu_PIT
Steelers,10/11/19,James Washington ,shoulder injury (out),James,Washington,2019,PIT,2019_Washington_PIT
Steelers,12/8/21,Isaiah Buggs,ankle injury (out),Isaiah,Buggs,2021,PIT,2021_Buggs_PIT
Steelers,9/18/20,David DeCastro,knee injury (out),David,DeCastro,2020,PIT,2020_DeCastro_PIT
Steelers,12/3/21,Isaiah Buggs,ankle injury (out),Isaiah,Buggs,2021,PIT,2021_Buggs_PIT
Steelers,10/8/21,Rashaad Coward,ankle injury (out),Rashaad,Coward,2021,PIT,2021_Coward_PIT
Steelers,12/6/19,James Conner,shoulder injury (out),James,Conner,2019,PIT,2019_Conner_PIT
Steelers,11/29/19,JuJu Smith-Schuster,knee injury (out),JuJu,Smith-Schuster,2019,PIT,2019_Smith-Schuster_PIT
Steelers,12/8/21,Robert Spillane,knee injury (out),Robert,Spillane,2021,PIT,2021_Spillane_PIT
Steelers,11/22/19,JuJu Smith-Schuster,concussion (out),JuJu,Smith-Schuster,2019,PIT,2019_Smith-Schuster_PIT
Steelers,9/12/20,David DeCastro,knee injury (out),David,DeCastro,2020,PIT,2020_DeCastro_PIT
Steelers,11/19/21,Isaiahh Loudermilk,groin injury (out),Isaiahh,Loudermilk,2021,PIT,2021_Loudermilk_PIT
Steelers,9/13/19,Roosevelt Nix ,knee injury (out),Roosevelt,Nix,2019,PIT,2019_Nix_PIT
Steelers,12/27/19,James Conner,quadriceps injury (out),James,Conner,2019,PIT,2019_Conner_PIT
Steelers,10/30/20,Chris Wormley,knee injury (out),Chris,Wormley,2020,PIT,2020_Wormley_PIT
Steelers,12/19/20,Kevin Dotson,shoulder injury (out),Kevin,Dotson,2020,PIT,2020_Dotson_PIT
Steelers,12/3/21,Joe Haden,foot injury (out),Joe,Haden,2021,PIT,2021_Haden_PIT
Steelers,10/23/20,Derek Watt,hamstring injury (out),Derek,Watt,2020,PIT,2020_Watt_PIT
Steelers,10/11/19,Mark Barron,hamstring injury (out),Mark,Barron,2019,PIT,2019_Barron_PIT
Steelers,12/13/19,JuJu Smith-Schuster,knee injury (out),JuJu,Smith-Schuster,2019,PIT,2019_Smith-Schuster_PIT
Steelers,12/8/21,B.J. Finney,back injury (out),B.J.,Finney,2021,PIT,2021_Finney_PIT
Steelers,12/8/21,Joe Haden,foot injury (out),Joe,Haden,2021,PIT,2021_Haden_PIT
Steelers,11/1/19,Benny Snell,knee injury (out),Benny,Snell,2019,PIT,2019_Snell_PIT
Steelers,10/9/20,Marcus Allen ,foot injury (out),Marcus,Allen,2020,PIT,2020_Allen_PIT
Steelers,12/24/21,Buddy Johnson,foot injury (out),Buddy,Johnson,2021,PIT,2021_Johnson_PIT
Steelers,11/19/21,T.J. Watt,"hip, knee injuries (out)",T.J.,Watt,2021,PIT,2021_Watt_PIT
Steelers,10/1/21,Chukwuma Okorafor ,concussion (out),Chukwuma,Okorafor,2021,PIT,2021_Okorafor_PIT
Steelers,12/13/19,Vance McDonald,concussion (out),Vance,McDonald,2019,PIT,2019_McDonald_PIT
Steelers,12/11/20,Robert Spillane,knee injury (out),Robert,Spillane,2020,PIT,2020_Spillane_PIT
Steelers,10/15/21,JuJu Smith-Schuster,shoulder injury (out),JuJu,Smith-Schuster,2021,PIT,2021_Smith-Schuster_PIT
Steelers,11/20/20,Jaylen Samuels ,quadriceps injury (out),Jaylen,Samuels,2020,PIT,2020_Samuels_PIT
Steelers,10/11/19,Mason Rudolph,concussion (out),Mason,Rudolph,2019,PIT,2019_Rudolph_PIT
Steelers,11/13/19,Ryan Switzer,back injury (out),Ryan,Switzer,2019,PIT,2019_Switzer_PIT
Steelers,10/1/21,Carlos Davis,knee injury (out),Carlos,Davis,2021,PIT,2021_Davis_PIT
Steelers,11/20/20,Trey Edmunds,hamstring injury (out),Trey,Edmunds,2020,PIT,2020_Edmunds_PIT
Steelers,11/13/19,Roosevelt Nix ,knee injury (out),Roosevelt,Nix,2019,PIT,2019_Nix_PIT
Steelers,9/28/19,Roosevelt Nix ,knee injury (out),Roosevelt,Nix,2019,PIT,2019_Nix_PIT
Steelers,9/24/21,Diontae Johnson,knee injury (out),Diontae,Johnson,2021,PIT,2021_Johnson_PIT
Steelers,10/30/20,Jordan Dangerfield,quadriceps injury (out),Jordan,Dangerfield,2020,PIT,2020_Dangerfield_PIT
Steelers,10/23/20,Mike Hilton,shoulder injury (out),Mike,Hilton,2020,PIT,2020_Hilton_PIT
Steelers,9/20/19,Vince Williams ,hamstring injury (out),Vince,Williams,2019,PIT,2019_Williams_PIT
Steelers,9/24/21,Carlos Davis,knee injury (out),Carlos,Davis,2021,PIT,2021_Davis_PIT
Steelers,9/17/21,Carlos Davis,knee injury (out),Carlos,Davis,2021,PIT,2021_Davis_PIT
