Team,Date,Relinquished,Notes,first_name,last_name,season,team_abbreviation,player_id
Saints,2020-10-23,Nick Easton,concussion (out),Nick,Easton,2020,NO,2020_Easton_NO
Saints,2020-10-10,Janoris Jenkins,shoulder injury (out),Janoris,Jenkins,2020,NO,2020_Jenkins_NO
Saints,2021-12-01,Marcus Davenport,shoulder injury (out),Marcus,Davenport,2021,NO,2021_Davenport_NO
Saints,2020-12-18,Michael Thomas ,ankle injury (out),Michael,Thomas,2020,NO,2020_Thomas_NO
Saints,2019-11-27,Zach Line,knee injury (out),Zach,Line,2019,NO,2019_Line_NO
Saints,2022-09-11,Dwayne Washington,hamstring injury (out),Dwayne,Washington,2022,NO,2022_Washington_NO
Saints,2019-10-18,Tre'Quan Smith,ankle injury (out),Tre'Quan,Smith,2019,NO,2019_Smith_NO
Saints,2021-01-15,Patrick Robinson ,hamstring injury (out),Patrick,Robinson,2020,NO,2020_Robinson_NO
Saints,2021-10-23,Dwayne Washington,neck injury (out),Dwayne,Washington,2021,NO,2021_Washington_NO
Saints,2019-10-11,Trey Hendrickson,neck injury (out),Trey,Hendrickson,2019,NO,2019_Hendrickson_NO
Saints,2021-11-24,Alvin Kamara,knee injury (out),Alvin,Kamara,2021,NO,2021_Kamara_NO
Saints,2019-10-11,Tre'Quan Smith,ankle injury (out),Tre'Quan,Smith,2019,NO,2019_Smith_NO
Saints,2019-10-11,Drew Brees,right thumb injury (out),Drew,Brees,2019,NO,2019_Brees_NO
Saints,2021-12-01,Kaden Elliss,hamstring injury (out),Kaden,Elliss,2021,NO,2021_Elliss_NO
Saints,2020-11-27,Ty Montgomery,hamstring injury (out),Ty,Montgomery,2020,NO,2020_Montgomery_NO
Saints,2020-10-23,Michael Thomas ,ankle injury (out),Michael,Thomas,2020,NO,2020_Thomas_NO
Saints,2021-01-01,Josh Hill ,hand injury (out),Josh,Hill,2020,NO,2020_Hill_NO
Saints,2022-01-07,Terron Armstead,knee injury (out),Terron,Armstead,2021,NO,2021_Armstead_NO
Saints,2021-12-01,Tanoh Kpassagnon,ankle injury (out),Tanoh,Kpassagnon,2021,NO,2021_Kpassagnon_NO
Saints,2020-12-24,Marcus Williams ,ankle injury (out),Marcus,Williams,2020,NO,2020_Williams_NO
Saints,2019-10-04,Trey Hendrickson,neck injury (out),Trey,Hendrickson,2019,NO,2019_Hendrickson_NO
Saints,2019-10-04,Drew Brees,right thumb injury (out),Drew,Brees,2019,NO,2019_Brees_NO
Saints,2020-10-02,Andrus Peat,ankle injury (out),Andrus,Peat,2020,NO,2020_Peat_NO
Saints,2022-09-11,Tre'Quan Smith,shoulder injury (out),Tre'Quan,Smith,2022,NO,2022_Smith_NO
Saints,2021-11-24,Ryan Ramczyk,knee injury (out),Ryan,Ramczyk,2021,NO,2021_Ramczyk_NO
Saints,2021-11-05,Carl Granderson,shoulder injury (out),Carl,Granderson,2021,NO,2021_Granderson_NO
Saints,2021-10-29,Payton Turner,calf injury (out),Payton,Turner,2021,NO,2021_Turner_NO
Saints,2021-12-17,Ryan Ramczyk,knee injury (out),Ryan,Ramczyk,2021,NO,2021_Ramczyk_NO
Saints,2021-12-17,Terron Armstead,knee injury (out),Terron,Armstead,2021,NO,2021_Armstead_NO
Saints,2021-11-19,Alvin Kamara,knee injury (out),Alvin,Kamara,2021,NO,2021_Kamara_NO
Saints,2019-10-18,Jared Cook,ankle injury (out),Jared,Cook,2019,NO,2019_Cook_NO
Saints,2019-09-27,Will Clapp,hand injury (out),Will,Clapp,2019,NO,2019_Clapp_NO
Saints,2020-10-30,Michael Thomas ,ankle injury (out),Michael,Thomas,2020,NO,2020_Thomas_NO
Saints,2020-01-03,Zach Line,knee injury (out),Zach,Line,2019,NO,2019_Line_NO
Saints,2021-09-17,Erik McCoy,calf injury (out),Erik,McCoy,2021,NO,2021_McCoy_NO
Saints,2021-11-19,Ryan Ramczyk,knee injury (out),Ryan,Ramczyk,2021,NO,2021_Ramczyk_NO
Saints,2020-09-19,Michael Thomas ,ankle injury (out),Michael,Thomas,2020,NO,2020_Thomas_NO
Saints,2020-11-27,Andrus Peat,concussion (out),Andrus,Peat,2020,NO,2020_Peat_NO
Saints,2021-10-29,Taysom Hill,concussion (out),Taysom,Hill,2021,NO,2021_Hill_NO
Saints,2020-10-10,Justin Hardee,hamstring injury (out),Justin,Hardee,2020,NO,2020_Hardee_NO
Saints,2021-10-23,Deonte Harris ,hamstring injury (out),Deonte,Harris,2021,NO,2021_Harris_NO
Saints,2020-10-30,Marquez Callaway,ankle injury (out),Marquez,Callaway,2020,NO,2020_Callaway_NO
Saints,2020-10-10,Deonte Harris ,hamstring injury (out),Deonte,Harris,2020,NO,2020_Harris_NO
Saints,2021-10-23,Payton Turner,calf injury (out),Payton,Turner,2021,NO,2021_Turner_NO
Saints,2021-11-12,Alvin Kamara,knee injury (out),Alvin,Kamara,2021,NO,2021_Kamara_NO
Saints,2021-10-29,Andrus Peat,pectoral injury (out),Andrus,Peat,2021,NO,2021_Peat_NO
Saints,2021-10-23,Taysom Hill,concussion (out),Taysom,Hill,2021,NO,2021_Hill_NO
Saints,2021-09-17,Chase Hansen,groin injury (out),Chase,Hansen,2021,NO,2021_Hansen_NO
Saints,2019-11-15,Andrus Peat,forearm injury (out),Andrus,Peat,2019,NO,2019_Peat_NO
Saints,2020-01-03,Eli Apple,ankle injury (out),Eli,Apple,2019,NO,2019_Apple_NO
Saints,2021-11-24,Marcus Davenport,shoulder injury (out),Marcus,Davenport,2021,NO,2021_Davenport_NO
Saints,2020-10-30,Nick Easton,elbow injury (out),Nick,Easton,2020,NO,2020_Easton_NO
Saints,2019-09-13,Sheldon Rankins,Achilles injury (out),Sheldon,Rankins,2019,NO,2019_Rankins_NO
Saints,2021-09-17,Pete Werner,hamstring injury (out),Pete,Werner,2021,NO,2021_Werner_NO
Saints,2020-09-11,Marcus Davenport,elbow injury (out),Marcus,Davenport,2020,NO,2020_Davenport_NO
Saints,2022-01-07,Bradley Roby,shoulder injury (out),Bradley,Roby,2021,NO,2021_Roby_NO
Saints,2021-10-29,Dwayne Washington,neck injury (out),Dwayne,Washington,2021,NO,2021_Washington_NO
Seahawks,2020-10-09,Jamal Adams,groin injury (out),Jamal,Adams,2020,SEA,2020_Adams_SEA
Seahawks,2019-12-06,Neiko Thorpe,core muscle injury (out),Neiko,Thorpe,2019,SEA,2019_Thorpe_SEA
Seahawks,2021-12-24,Jon Rhattigan,knee injury (out),Jon,Rhattigan,2021,SEA,2021_Rhattigan_SEA
Seahawks,2021-10-06,D'Wayne Eskridge ,concussion (out),D'Wayne,Eskridge,2021,SEA,2021_Eskridge_SEA
Seahawks,2019-12-27,Duane Brown,knee injury (out),Duane,Brown,2019,SEA,2019_Brown_SEA
Seahawks,2021-12-10,Travis Homer,"calf, hamstring injuries (out)",Travis,Homer,2021,SEA,2021_Homer_SEA
Seahawks,2020-12-11,Jamarco Jones,groin injury (out),Jamarco,Jones,2020,SEA,2020_Jones_SEA
Seahawks,2021-11-27,Rashaad Penny,hamstring injury (out),Rashaad,Penny,2021,SEA,2021_Penny_SEA
Seahawks,2020-11-28,Brandon Shell,ankle injury (out),Brandon,Shell,2020,SEA,2020_Shell_SEA
Seahawks,2021-11-27,Jamarco Jones,back injury (out),Jamarco,Jones,2021,SEA,2021_Jones_SEA
Seahawks,2020-11-06,Ugochukwu Amadi ,hamstring injury (out),Ugochukwu,Amadi,2020,SEA,2020_Amadi_SEA
Seahawks,2019-12-27,Malik Turner,concussion (out),Malik,Turner,2019,SEA,2019_Turner_SEA
Seahawks,2021-11-27,Travis Homer,calf injury (out),Travis,Homer,2021,SEA,2021_Homer_SEA
Seahawks,2020-10-02,Jordyn Brooks,knee injury (out),Jordyn,Brooks,2020,SEA,2020_Brooks_SEA
Seahawks,2021-01-01,DeeJay Dallas,ankle injury (out),DeeJay,Dallas,2020,SEA,2020_Dallas_SEA
Seahawks,2022-01-07,Brandon Shell,shoulder injury (out),Brandon,Shell,2021,SEA,2021_Shell_SEA
Seahawks,2020-11-13,Shaquill Griffin,concussion (out),Shaquill,Griffin,2020,SEA,2020_Griffin_SEA
Seahawks,2020-11-06,Shaquill Griffin,concussion (out),Shaquill,Griffin,2020,SEA,2020_Griffin_SEA
Seahawks,2020-11-13,Ethan Pocic,concussion (out),Ethan,Pocic,2020,SEA,2020_Pocic_SEA
Seahawks,2021-12-10,Brandon Shell,shoulder injury (out),Brandon,Shell,2021,SEA,2021_Shell_SEA
Seahawks,2021-11-27,Tre Brown,knee injury (out),Tre,Brown,2021,SEA,2021_Brown_SEA
Seahawks,2022-12-15,Tyler Lockett,fractured index finger (out indefinitely),Tyler,Lockett,2022,SEA,2022_Lockett_SEA
Seahawks,2020-12-18,Phil Haynes,groin injury (out),Phil,Haynes,2020,SEA,2020_Haynes_SEA
Seahawks,2021-11-27,Damien Lewis,elbow injury (out),Damien,Lewis,2021,SEA,2021_Lewis_SEA
Seahawks,2021-11-12,Cody Barton,quadriceps injury (out),Cody,Barton,2021,SEA,2021_Barton_SEA
Seahawks,2021-01-01,Jayson Stanley,hamstring injury (out),Jayson,Stanley,2020,SEA,2020_Stanley_SEA
Seahawks,2020-11-06,Benson Mayowa,ankle injury (out),Benson,Mayowa,2020,SEA,2020_Mayowa_SEA
Seahawks,2021-10-29,Marquise Blair,knee injury (out),Marquise,Blair,2021,SEA,2021_Blair_SEA
Seahawks,2020-11-06,Carlos Hyde,hamstring injury (out),Carlos,Hyde,2020,SEA,2020_Hyde_SEA
Seahawks,2020-01-03,Duane Brown,knee injury (out),Duane,Brown,2019,SEA,2019_Brown_SEA
Seahawks,2020-12-25,DeeJay Dallas,ankle injury (out),DeeJay,Dallas,2020,SEA,2020_Dallas_SEA
Seahawks,2021-12-31,Jon Rhattigan,knee injury (out),Jon,Rhattigan,2021,SEA,2021_Rhattigan_SEA
Seahawks,2020-12-18,Jamarco Jones,groin injury (out),Jamarco,Jones,2020,SEA,2020_Jones_SEA
Seahawks,2021-09-24,Rashaad Penny,calf injury (out),Rashaad,Penny,2021,SEA,2021_Penny_SEA
Seahawks,2021-09-24,Brandon Shell,ankle injury (out),Brandon,Shell,2021,SEA,2021_Shell_SEA
Seahawks,2020-10-02,Quinton Dunbar,knee injury (out),Quinton,Dunbar,2020,SEA,2020_Dunbar_SEA
Seahawks,2022-01-07,John Reid,concussion (out),John,Reid,2021,SEA,2021_Reid_SEA
Seahawks,2019-10-18,Will Dissly,Achilles injury (out),Will,Dissly,2019,SEA,2019_Dissly_SEA
Seahawks,2020-10-02,Jamal Adams,groin injury (out),Jamal,Adams,2020,SEA,2020_Adams_SEA
Seahawks,2019-12-13,Mychal Kendricks,hamstring injury (out),Mychal,Kendricks,2019,SEA,2019_Kendricks_SEA
Seahawks,2021-12-10,Jamal Adams,shoulder injury (out),Jamal,Adams,2021,SEA,2021_Adams_SEA
Seahawks,2021-09-24,D'Wayne Eskridge ,concussion (out),D'Wayne,Eskridge,2021,SEA,2021_Eskridge_SEA
Seahawks,2022-01-07,Bobby Wagner,knee injury (out),Bobby,Wagner,2021,SEA,2021_Wagner_SEA
Seahawks,2019-09-13,David Moore ,shoulder injury (out),David,Moore,2019,SEA,2019_Moore_SEA
Seahawks,2019-09-13,Joey Hunt,ankle injury (out),Joey,Hunt,2019,SEA,2019_Hunt_SEA
Seahawks,2020-11-13,Bryan Mone,ankle injury (out),Bryan,Mone,2020,SEA,2020_Mone_SEA
Seahawks,2021-10-01,Rashaad Penny,calf injury (out),Rashaad,Penny,2021,SEA,2021_Penny_SEA
Seahawks,2020-11-06,Mike Iupati,back injury (out),Mike,Iupati,2020,SEA,2020_Iupati_SEA
Seahawks,2021-12-10,Kyle Fuller ,calf injury (out),Kyle,Fuller,2021,SEA,2021_Fuller_SEA
Seahawks,2020-01-03,Malik Turner,concussion (out),Malik,Turner,2019,SEA,2019_Turner_SEA
Seahawks,2022-08-01,Pete Carroll,head coach COVID-19 (positive test),Pete,Carroll,2022,SEA,2022_Carroll_SEA
Seahawks,2020-11-18,Shaquill Griffin,hamstring injury (out),Shaquill,Griffin,2020,SEA,2020_Griffin_SEA
Seahawks,2020-11-18,Quinton Dunbar,knee injury (out),Quinton,Dunbar,2020,SEA,2020_Dunbar_SEA
Seahawks,2020-10-30,Shaquill Griffin,concussion (out),Shaquill,Griffin,2020,SEA,2020_Griffin_SEA
Seahawks,2020-10-23,Jamal Adams,groin injury (out),Jamal,Adams,2020,SEA,2020_Adams_SEA
Seahawks,2019-12-13,Rashaad Penny,knee injury (out),Rashaad,Penny,2019,SEA,2019_Penny_SEA
Seahawks,2020-01-03,Mychal Kendricks,knee injury (out),Mychal,Kendricks,2019,SEA,2019_Kendricks_SEA
Seahawks,2020-12-18,Travis Homer,knee injury (out),Travis,Homer,2020,SEA,2020_Homer_SEA
Seahawks,2020-11-18,Ethan Pocic,concussion (out),Ethan,Pocic,2020,SEA,2020_Pocic_SEA
Seahawks,2020-09-11,Cedric Ogbuehi,pectoral injury (out),Cedric,Ogbuehi,2020,SEA,2020_Ogbuehi_SEA
Seahawks,2021-10-01,Brandon Shell,ankle injury (out),Brandon,Shell,2021,SEA,2021_Shell_SEA
Seahawks,2020-11-06,Chris Carson,foot injury (out),Chris,Carson,2020,SEA,2020_Carson_SEA
Seahawks,2020-11-28,Travis Homer,wrist injury (out),Travis,Homer,2020,SEA,2020_Homer_SEA
Seahawks,2021-10-15,Cedric Ogbuehi,"biceps, chest injuries (out)",Cedric,Ogbuehi,2021,SEA,2021_Ogbuehi_SEA
Seahawks,2019-10-25,Quinton Jefferson,oblique injury (out),Quinton,Jefferson,2019,SEA,2019_Jefferson_SEA
Seahawks,2019-10-25,Delano Hill,elbow injury (out),Delano,Hill,2019,SEA,2019_Hill_SEA
Seahawks,2020-11-18,Jordan Simmons,calf injury (out),Jordan,Simmons,2020,SEA,2020_Simmons_SEA
Steelers,2021-10-08,James Washington ,groin injury (out),James,Washington,2021,PIT,2021_Washington_PIT
Steelers,2019-11-08,James Conner,shoulder injury (out),James,Conner,2019,PIT,2019_Conner_PIT
Steelers,2019-11-08,Benny Snell,knee injury (out),Benny,Snell,2019,PIT,2019_Snell_PIT
Steelers,2020-12-11,Joe Haden,concussion (out),Joe,Haden,2020,PIT,2020_Haden_PIT
Steelers,2021-11-06,Eric Ebron,hamstring injury (out),Eric,Ebron,2021,PIT,2021_Ebron_PIT
Steelers,2020-10-16,David DeCastro,abdominal injury (out),David,DeCastro,2020,PIT,2020_DeCastro_PIT
Steelers,2020-10-09,Derek Watt,hamstring injury (out),Derek,Watt,2020,PIT,2020_Watt_PIT
Steelers,2019-11-22,James Conner,shoulder injury (out),James,Conner,2019,PIT,2019_Conner_PIT
Steelers,2021-10-08,Carlos Davis,knee injury (out),Carlos,Davis,2021,PIT,2021_Davis_PIT
Steelers,2021-01-01,Chris Boswell,groin injury (out),Chris,Boswell,2020,PIT,2020_Boswell_PIT
Steelers,2019-11-08,Ramon Foster,concussion (out),Ramon,Foster,2019,PIT,2019_Foster_PIT
Steelers,2019-12-06,JuJu Smith-Schuster,knee injury (out),JuJu,Smith-Schuster,2019,PIT,2019_Smith-Schuster_PIT
Steelers,2021-09-24,Alex Highsmith,groin injury (out),Alex,Highsmith,2021,PIT,2021_Highsmith_PIT
Steelers,2021-11-26,Eric Ebron,knee injury (out),Eric,Ebron,2021,PIT,2021_Ebron_PIT
Steelers,2019-10-11,Roosevelt Nix ,knee injury (out),Roosevelt,Nix,2019,PIT,2019_Nix_PIT
Steelers,2021-10-08,Cameron Sutton ,groin injury (out),Cameron,Sutton,2021,PIT,2021_Sutton_PIT
Steelers,2020-10-16,Diontae Johnson,back injury (out),Diontae,Johnson,2020,PIT,2020_Johnson_PIT
Steelers,2021-11-19,Joe Haden,foot injury (out),Joe,Haden,2021,PIT,2021_Haden_PIT
Steelers,2019-10-11,Jaylen Samuels ,arthroscopic surgery on knee injury (out),Jaylen,Samuels,2019,PIT,2019_Samuels_PIT
Steelers,2022-01-01,Buddy Johnson,foot injury (out),Buddy,Johnson,2021,PIT,2021_Johnson_PIT
Steelers,2019-11-08,Roosevelt Nix ,knee injury (out),Roosevelt,Nix,2019,PIT,2019_Nix_PIT
Steelers,2019-10-04,Anthony Chickillo,foot injury (out),Anthony,Chickillo,2019,PIT,2019_Chickillo_PIT
Steelers,2021-01-01,Terrell Edmunds,shoulder injury (out),Terrell,Edmunds,2020,PIT,2020_Edmunds_PIT
Steelers,2019-12-27,Maurkice Pouncey,knee injury (out),Maurkice,Pouncey,2019,PIT,2019_Pouncey_PIT
Steelers,2019-09-28,Anthony Chickillo,foot injury (out),Anthony,Chickillo,2019,PIT,2019_Chickillo_PIT
Steelers,2021-11-12,Chase Claypool,toe injury (out),Chase,Claypool,2021,PIT,2021_Claypool_PIT
Steelers,2021-10-29,Eric Ebron,hamstring injury (out),Eric,Ebron,2021,PIT,2021_Ebron_PIT
Steelers,2020-10-30,Ulysees Gilbert III,back injury (out),Ulysees,Gilbert,2020,PIT,2020_Gilbert_PIT
Steelers,2021-11-26,J.C. Hassenauer,pectoral injury (out),J.C.,Hassenauer,2021,PIT,2021_Hassenauer_PIT
Steelers,2019-09-20,Roosevelt Nix ,knee injury (out),Roosevelt,Nix,2019,PIT,2019_Nix_PIT
Steelers,2021-12-24,Chris Wormley,groin injury (out),Chris,Wormley,2021,PIT,2021_Wormley_PIT
Steelers,2021-11-19,Kevin Dotson,ankle injury (out),Kevin,Dotson,2021,PIT,2021_Dotson_PIT
Steelers,2022-01-07,Isaiah Buggs,illness (out),Isaiah,Buggs,2021,PIT,2021_Buggs_PIT
Steelers,2019-10-04,Roosevelt Nix ,knee injury (out),Roosevelt,Nix,2019,PIT,2019_Nix_PIT
Steelers,2019-09-20,Anthony Chickillo,foot injury (out),Anthony,Chickillo,2019,PIT,2019_Chickillo_PIT
Steelers,2019-11-01,Ramon Foster,concussion (out),Ramon,Foster,2019,PIT,2019_Foster_PIT
Steelers,2021-12-24,Pat Freiermuth,concussion (out),Pat,Freiermuth,2021,PIT,2021_Freiermuth_PIT
Steelers,2019-09-28,Vince Williams ,hamstring injury (out),Vince,Williams,2019,PIT,2019_Williams_PIT
Steelers,2020-11-06,Tyson Alualu,knee injury (out),Tyson,Alualu,2020,PIT,2020_Alualu_PIT
Steelers,2019-10-11,James Washington ,shoulder injury (out),James,Washington,2019,PIT,2019_Washington_PIT
Steelers,2021-12-08,Isaiah Buggs,ankle injury (out),Isaiah,Buggs,2021,PIT,2021_Buggs_PIT
Steelers,2020-09-18,David DeCastro,knee injury (out),David,DeCastro,2020,PIT,2020_DeCastro_PIT
Steelers,2021-12-03,Isaiah Buggs,ankle injury (out),Isaiah,Buggs,2021,PIT,2021_Buggs_PIT
Steelers,2021-10-08,Rashaad Coward,ankle injury (out),Rashaad,Coward,2021,PIT,2021_Coward_PIT
Steelers,2019-12-06,James Conner,shoulder injury (out),James,Conner,2019,PIT,2019_Conner_PIT
Steelers,2019-11-29,JuJu Smith-Schuster,knee injury (out),JuJu,Smith-Schuster,2019,PIT,2019_Smith-Schuster_PIT
Steelers,2021-12-08,Robert Spillane,knee injury (out),Robert,Spillane,2021,PIT,2021_Spillane_PIT
Steelers,2019-11-22,JuJu Smith-Schuster,concussion (out),JuJu,Smith-Schuster,2019,PIT,2019_Smith-Schuster_PIT
Steelers,2020-09-12,David DeCastro,knee injury (out),David,DeCastro,2020,PIT,2020_DeCastro_PIT
Steelers,2021-11-19,Isaiahh Loudermilk,groin injury (out),Isaiahh,Loudermilk,2021,PIT,2021_Loudermilk_PIT
Steelers,2019-09-13,Roosevelt Nix ,knee injury (out),Roosevelt,Nix,2019,PIT,2019_Nix_PIT
Steelers,2019-12-27,James Conner,quadriceps injury (out),James,Conner,2019,PIT,2019_Conner_PIT
Steelers,2020-10-30,Chris Wormley,knee injury (out),Chris,Wormley,2020,PIT,2020_Wormley_PIT
Steelers,2020-12-19,Kevin Dotson,shoulder injury (out),Kevin,Dotson,2020,PIT,2020_Dotson_PIT
Steelers,2021-12-03,Joe Haden,foot injury (out),Joe,Haden,2021,PIT,2021_Haden_PIT
Steelers,2020-10-23,Derek Watt,hamstring injury (out),Derek,Watt,2020,PIT,2020_Watt_PIT
Steelers,2019-10-11,Mark Barron,hamstring injury (out),Mark,Barron,2019,PIT,2019_Barron_PIT
Steelers,2019-12-13,JuJu Smith-Schuster,knee injury (out),JuJu,Smith-Schuster,2019,PIT,2019_Smith-Schuster_PIT
Steelers,2021-12-08,B.J. Finney,back injury (out),B.J.,Finney,2021,PIT,2021_Finney_PIT
Steelers,2021-12-08,Joe Haden,foot injury (out),Joe,Haden,2021,PIT,2021_Haden_PIT
Steelers,2019-11-01,Benny Snell,knee injury (out),Benny,Snell,2019,PIT,2019_Snell_PIT
Steelers,2020-10-09,Marcus Allen ,foot injury (out),Marcus,Allen,2020,PIT,2020_Allen_PIT
Steelers,2021-12-24,Buddy Johnson,foot injury (out),Buddy,Johnson,2021,PIT,2021_Johnson_PIT
Steelers,2021-11-19,T.J. Watt,"hip, knee injuries (out)",T.J.,Watt,2021,PIT,2021_Watt_PIT
Steelers,2021-10-01,Chukwuma Okorafor ,concussion (out),Chukwuma,Okorafor,2021,PIT,2021_Okorafor_PIT
Steelers,2019-12-13,Vance McDonald,concussion (out),Vance,McDonald,2019,PIT,2019_McDonald_PIT
Steelers,2020-12-11,Robert Spillane,knee injury (out),Robert,Spillane,2020,PIT,2020_Spillane_PIT
Steelers,2021-10-15,JuJu Smith-Schuster,shoulder injury (out),JuJu,Smith-Schuster,2021,PIT,2021_Smith-Schuster_PIT
Steelers,2020-11-20,Jaylen Samuels ,quadriceps injury (out),Jaylen,Samuels,2020,PIT,2020_Samuels_PIT
Steelers,2019-10-11,Mason Rudolph,concussion (out),Mason,Rudolph,2019,PIT,2019_Rudolph_PIT
Steelers,2019-11-13,Ryan Switzer,back injury (out),Ryan,Switzer,2019,PIT,2019_Switzer_PIT
Steelers,2021-10-01,Carlos Davis,knee injury (out),Carlos,Davis,2021,PIT,2021_Davis_PIT
Steelers,2020-11-20,Trey Edmunds,hamstring injury (out),Trey,Edmunds,2020,PIT,2020_Edmunds_PIT
Steelers,2019-11-13,Roosevelt Nix ,knee injury (out),Roosevelt,Nix,2019,PIT,2019_Nix_PIT
Steelers,2019-09-28,Roosevelt Nix ,knee injury (out),Roosevelt,Nix,2019,PIT,2019_Nix_PIT
Steelers,2021-09-24,Diontae Johnson,knee injury (out),Diontae,Johnson,2021,PIT,2021_Johnson_PIT
Steelers,2020-10-30,Jordan Dangerfield,quadriceps injury (out),Jordan,Dangerfield,2020,PIT,2020_Dangerfield_PIT
Steelers,2020-10-23,Mike Hilton,shoulder injury (out),Mike,Hilton,2020,PIT,2020_Hilton_PIT
Steelers,2019-09-20,Vince Williams ,hamstring injury (out),Vince,Williams,2019,PIT,2019_Williams_PIT
Steelers,2021-09-24,Carlos Davis,knee injury (out),Carlos,Davis,2021,PIT,2021_Davis_PIT
Steelers,2021-09-17,Carlos Davis,knee injury (out),Carlos,Davis,2021,PIT,2021_Davis_PIT
Steelers,2021-10-01,Rashaad Coward,ankle injury (out),Rashaad,Coward,2021,PIT,2021_Coward_PIT
Steelers,2019-11-13,Benny Snell,knee injury (out),Benny,Snell,2019,PIT,2019_Snell_PIT
Steelers,2020-11-20,Jayrone Elliott ,illness (out),Jayrone,Elliott,2020,PIT,2020_Elliott_PIT
Steelers,2021-10-15,Carlos Davis,knee injury (out),Carlos,Davis,2021,PIT,2021_Davis_PIT
Texans,2019-11-01,Greg Mancz,concussion (out),Greg,Mancz,2019,HOU,2019_Mancz_HOU
Texans,2020-12-04,C.J. Prosise,illness (out),C.J.,Prosise,2020,HOU,2020_Prosise_HOU
Texans,2021-10-02,Jimmy Moreland,illness (out),Jimmy,Moreland,2021,HOU,2021_Moreland_HOU
Texans,2020-11-25,Josh McCown,illness (out),Josh,McCown,2020,HOU,2020_McCown_HOU
Texans,2020-10-17,Peter Kalambayi,hamstring injury (out),Peter,Kalambayi,2020,HOU,2020_Kalambayi_HOU
Texans,2020-11-13,Senio Kelemete,concussion (out),Senio,Kelemete,2020,HOU,2020_Kelemete_HOU
Texans,2021-11-05,Hardy Nickerson Jr. ,concussion (out),Hardy,Nickerson,2021,HOU,2021_Nickerson_HOU
Texans,2021-12-03,Terrence Brooks,hamstring injury (out),Terrence,Brooks,2021,HOU,2021_Brooks_HOU
Texans,2022-08-26,Derek Rivers,biceps injury (out),Derek,Rivers,2022,HOU,2022_Rivers_HOU
Texans,2021-10-22,Jaleel Johnson,back injury (out),Jaleel,Johnson,2021,HOU,2021_Johnson_HOU
Texans,2021-09-10,Lonnie Johnson Jr.,thigh injury (out),Lonnie,Johnson,2021,HOU,2021_Johnson_HOU
Texans,2019-11-01,Tashaun Gipson,back injury (out),Tashaun,Gipson,2019,HOU,2019_Gipson_HOU
Texans,2021-10-15,Laremy Tunsil,thumb injury (out),Laremy,Tunsil,2021,HOU,2021_Tunsil_HOU
Texans,2019-11-29,Carlos Watkins,hamstring injury (out),Carlos,Watkins,2019,HOU,2019_Watkins_HOU
Texans,2019-10-25,Will Fuller V,hamstring injury (out),Will,Fuller,2019,HOU,2019_Fuller_HOU
Texans,2021-12-03,DeMarcus Walker,hamstring injury (out),DeMarcus,Walker,2021,HOU,2021_Walker_HOU
Texans,2019-11-20,Mike Adams ,concussion (out),Mike,Adams,2019,HOU,2019_Adams_HOU
Texans,2019-10-25,Greg Mancz,concussion (out),Greg,Mancz,2019,HOU,2019_Mancz_HOU
Texans,2021-09-22,Danny Amendola,thigh injury (out),Danny,Amendola,2021,HOU,2021_Amendola_HOU
Texans,2021-11-26,Jordan Jenkins,knee injury (out),Jordan,Jenkins,2021,HOU,2021_Jenkins_HOU
Texans,2021-09-24,Terrance Mitchell,concussion (out),Terrance,Mitchell,2021,HOU,2021_Mitchell_HOU
Texans,2021-10-08,Rex Burkhead,hip injury (out),Rex,Burkhead,2021,HOU,2021_Burkhead_HOU
Texans,2019-10-04,Greg Mancz,concussion (out),Greg,Mancz,2019,HOU,2019_Mancz_HOU
Texans,2019-11-01,Will Fuller V,hamstring injury (out),Will,Fuller,2019,HOU,2019_Fuller_HOU
Texans,2019-11-20,Justin Reid,concussion (out),Justin,Reid,2019,HOU,2019_Reid_HOU
Texans,2019-11-01,Bradley Roby,hamstring injury (out),Bradley,Roby,2019,HOU,2019_Roby_HOU
Texans,2020-10-17,Greg Howell ,hamstring injury (out),Greg,Howell,2020,HOU,2020_Howell_HOU
Texans,2019-10-18,Tytus Howard,knee injury (out),Tytus,Howard,2019,HOU,2019_Howard_HOU
Texans,2021-12-10,Terrence Brooks,hamstring injury (out),Terrence,Brooks,2021,HOU,2021_Brooks_HOU
Texans,2019-11-01,Lonnie Johnson Jr.,concussion (out),Lonnie,Johnson,2019,HOU,2019_Johnson_HOU
Texans,2021-09-24,Danny Amendola,thigh injury (out),Danny,Amendola,2021,HOU,2021_Amendola_HOU
Texans,2021-09-22,Terrance Mitchell,concussion (out),Terrance,Mitchell,2021,HOU,2021_Mitchell_HOU
Texans,2021-10-01,Scottie Phillips,illness (out),Scottie,Phillips,2021,HOU,2021_Phillips_HOU
Texans,2020-12-11,Pharaoh Brown,concussion (out),Pharaoh,Brown,2020,HOU,2020_Brown_HOU
Texans,2021-12-03,Danny Amendola,knee injury (out),Danny,Amendola,2021,HOU,2021_Amendola_HOU
Texans,2020-11-25,Kenny Stills,quadriceps injury (out),Kenny,Stills,2020,HOU,2020_Stills_HOU
Texans,2021-11-05,Pharaoh Brown,thigh injury (out),Pharaoh,Brown,2021,HOU,2021_Brown_HOU
