Team,Date,Relinquished,Notes,first_name,last_name,season,team_abbreviation,player_id
Bengals,2022-11-27,Ja'Marr Chase,hairline fracture in left hip (out),Ja'Marr,Chase,2022,CIN,2022_Chase_CIN
Bengals,2021-01-01,William Jackson III,concussion (out),William,Jackson,2020,CIN,2020_Jackson_CIN
Bengals,2019-12-06,Sam Hubbard,knee injury (out),Sam,Hubbard,2019,CIN,2019_Hubbard_CIN
Bengals,2019-09-20,Kerry Wynn,concussion (out),Kerry,Wynn,2019,CIN,2019_Wynn_CIN
Bengals,2019-12-13,A.J. Green ,ankle injury (out),A.J.,Green,2019,CIN,2019_Green_CIN
Bengals,2021-09-17,Trae Waynes,hamstring injury (out),Trae,Waynes,2021,CIN,2021_Waynes_CIN
Bengals,2019-09-28,A.J. Green ,ankle injury (out),A.J.,Green,2019,CIN,2019_Green_CIN
Bengals,2019-10-18,A.J. Green ,ankle injury (out),A.J.,Green,2019,CIN,2019_Green_CIN
Bengals,2021-12-10,Logan Wilson,shoulder injury (out),Logan,Wilson,2021,CIN,2021_Wilson_CIN
Bengals,2020-12-04,Tony Brown ,hamstring injury (out),Tony,Brown,2020,CIN,2020_Brown_CIN
Bengals,2020-11-20,Joe Mixon,right foot injury (out),Joe,Mixon,2020,CIN,2020_Mixon_CIN
Bengals,2019-10-11,Cordy Glenn,concussion (out),Cordy,Glenn,2019,CIN,2019_Glenn_CIN
Bengals,2019-11-08,Dre Kirkpatrick,knee injury (out),Dre,Kirkpatrick,2019,CIN,2019_Kirkpatrick_CIN
Bengals,2020-10-30,Trey Hopkins,concussion (out),Trey,Hopkins,2020,CIN,2020_Hopkins_CIN
Bengals,2020-12-19,Brandon Allen,knee injury (out),Brandon,Allen,2020,CIN,2020_Allen_CIN
Bengals,2019-10-18,Carl Lawson,hamstring injury (out),Carl,Lawson,2019,CIN,2019_Lawson_CIN
Bengals,2019-11-29,Drew Sample,ankle injury (out),Drew,Sample,2019,CIN,2019_Sample_CIN
Bengals,2021-09-29,Tee Higgins,shoulder injury (out),Tee,Higgins,2021,CIN,2021_Higgins_CIN
Bengals,2020-10-23,Joe Mixon,right foot injury (out),Joe,Mixon,2020,CIN,2020_Mixon_CIN
Bengals,2019-10-18,John Miller ,groin injury (out),John,Miller,2019,CIN,2019_Miller_CIN
Bengals,2019-10-25,Darqueze Dennard,hamstring injury (out),Darqueze,Dennard,2019,CIN,2019_Dennard_CIN
Bengals,2020-10-23,William Jackson III,concussion (out),William,Jackson,2020,CIN,2020_Jackson_CIN
Bengals,2019-12-20,John Miller ,concussion (out),John,Miller,2019,CIN,2019_Miller_CIN
Bengals,2019-10-11,Kerry Wynn,concussion (out),Kerry,Wynn,2019,CIN,2019_Wynn_CIN
Bengals,2019-09-20,B.W. Webb,forearm injury (out),B.W.,Webb,2019,CIN,2019_Webb_CIN
Bengals,2019-09-13,A.J. Green ,ankle injury (out),A.J.,Green,2019,CIN,2019_Green_CIN
Bengals,2021-12-24,Logan Wilson,shoulder injury (out),Logan,Wilson,2021,CIN,2021_Wilson_CIN
Bengals,2020-09-11,Geno Atkins,shoulder injury (out),Geno,Atkins,2020,CIN,2020_Atkins_CIN
Bengals,2019-10-18,William Jackson III,shoulder injury (out),William,Jackson,2019,CIN,2019_Jackson_CIN
Bengals,2019-10-11,Carlos Dunlap,knee injury (out),Carlos,Dunlap,2019,CIN,2019_Dunlap_CIN
Bengals,2019-10-11,Andre Smith ,ankle injury (out),Andre,Smith,2019,CIN,2019_Smith_CIN
Bengals,2021-01-01,Logan Wilson,ankle injury (out),Logan,Wilson,2020,CIN,2020_Wilson_CIN
Bengals,2019-09-20,A.J. Green ,ankle injury (out),A.J.,Green,2019,CIN,2019_Green_CIN
Bengals,2020-10-02,Logan Wilson,concussion (out),Logan,Wilson,2020,CIN,2020_Wilson_CIN
Bengals,2019-12-06,A.J. Green ,ankle injury (out),A.J.,Green,2019,CIN,2019_Green_CIN
Bengals,2019-11-15,Drew Sample,ankle injury (out),Drew,Sample,2019,CIN,2019_Sample_CIN
Bengals,2020-12-04,Alex Redmond,concussion (out),Alex,Redmond,2020,CIN,2020_Redmond_CIN
Bengals,2020-10-30,Joe Mixon,right foot injury (out),Joe,Mixon,2020,CIN,2020_Mixon_CIN
Bengals,2020-12-25,B.J. Finney,abdominal injury (out),B.J.,Finney,2020,CIN,2020_Finney_CIN
Bengals,2020-09-16,Geno Atkins,shoulder injury (out),Geno,Atkins,2020,CIN,2020_Atkins_CIN
Bengals,2019-12-20,A.J. Green ,ankle injury (out),A.J.,Green,2019,CIN,2019_Green_CIN
Bengals,2019-09-13,Cordy Glenn,concussion (out),Cordy,Glenn,2019,CIN,2019_Glenn_CIN
Bengals,2019-10-25,Cordy Glenn,concussion (out),Cordy,Glenn,2019,CIN,2019_Glenn_CIN
Bengals,2019-10-25,Carl Lawson,hamstring injury (out),Carl,Lawson,2019,CIN,2019_Lawson_CIN
Bengals,2019-11-08,Alex Redmond,knee injury (out),Alex,Redmond,2019,CIN,2019_Redmond_CIN
Bengals,2022-09-11,Devin Asiasi,quadriceps injury (out),Devin,Asiasi,2022,CIN,2022_Asiasi_CIN
Bengals,2019-11-22,A.J. Green ,ankle injury (out),A.J.,Green,2019,CIN,2019_Green_CIN
Bengals,2019-09-28,Ryan Glasgow,thigh injury (out),Ryan,Glasgow,2019,CIN,2019_Glasgow_CIN
Bengals,2019-10-18,Andre Smith ,ankle injury (out),Andre,Smith,2019,CIN,2019_Smith_CIN
Bengals,2019-12-13,Renell Wren,hip injury (out),Renell,Wren,2019,CIN,2019_Wren_CIN
Bengals,2019-10-18,Dre Kirkpatrick,knee injury (out),Dre,Kirkpatrick,2019,CIN,2019_Kirkpatrick_CIN
Bengals,2019-11-29,A.J. Green ,ankle injury (out),A.J.,Green,2019,CIN,2019_Green_CIN
Bengals,2019-11-15,A.J. Green ,ankle injury (out),A.J.,Green,2019,CIN,2019_Green_CIN
Bengals,2020-12-19,Logan Wilson,ankle injury (out),Logan,Wilson,2020,CIN,2020_Wilson_CIN
Bengals,2020-12-25,Jordan Evans,hamstring injury (out),Jordan,Evans,2020,CIN,2020_Evans_CIN
Bengals,2020-11-13,Leshaun Sims,concussion (out),Leshaun,Sims,2020,CIN,2020_Sims_CIN
Bengals,2019-12-06,Drew Sample,ankle injury (out),Drew,Sample,2019,CIN,2019_Sample_CIN
Bengals,2019-11-15,Alex Redmond,knee injury (out),Alex,Redmond,2019,CIN,2019_Redmond_CIN
Bengals,2019-09-20,Cordy Glenn,concussion (out),Cordy,Glenn,2019,CIN,2019_Glenn_CIN
Bengals,2020-09-16,Mike Daniels,groin injury (out),Mike,Daniels,2020,CIN,2020_Daniels_CIN
Bengals,2019-10-11,A.J. Green ,ankle injury (out),A.J.,Green,2019,CIN,2019_Green_CIN
Bengals,2020-12-25,Logan Wilson,ankle injury (out),Logan,Wilson,2020,CIN,2020_Wilson_CIN
Bengals,2022-01-07,Cameron Sample ,hamstring injury (out),Cameron,Sample,2021,CIN,2021_Sample_CIN
Bengals,2020-10-02,Geno Atkins,shoulder injury (out),Geno,Atkins,2020,CIN,2020_Atkins_CIN
Bengals,2019-09-28,Cordy Glenn,concussion (out),Cordy,Glenn,2019,CIN,2019_Glenn_CIN
Bengals,2020-11-13,John Ross III,foot injury (out),John,Ross,2020,CIN,2020_Ross_CIN
Bengals,2020-09-25,Geno Atkins,shoulder injury (out),Geno,Atkins,2020,CIN,2020_Atkins_CIN
Bengals,2019-10-25,A.J. Green ,ankle injury (out),A.J.,Green,2019,CIN,2019_Green_CIN
Bengals,2021-10-15,D'Ante Smith,knee injury (out),D'Ante,Smith,2021,CIN,2021_Smith_CIN
Bengals,2019-09-28,Kerry Wynn,concussion (out),Kerry,Wynn,2019,CIN,2019_Wynn_CIN
Bengals,2021-10-08,Xavier Su'a-Filo,knee injury (out),Xavier,Su'a-Filo,2021,CIN,2021_Su'a-Filo_CIN
Bengals,2022-01-07,Jalen Davis,ankle injury (out),Jalen,Davis,2021,CIN,2021_Davis_CIN
Bengals,2019-11-08,A.J. Green ,ankle injury (out),A.J.,Green,2019,CIN,2019_Green_CIN
Bengals,2019-11-29,Cethan Carter,concussion (out),Cethan,Carter,2019,CIN,2019_Carter_CIN
Bengals,2019-10-04,Cordy Glenn,concussion (out),Cordy,Glenn,2019,CIN,2019_Glenn_CIN
Bengals,2021-12-31,Jalen Davis,ankle injury (out),Jalen,Davis,2021,CIN,2021_Davis_CIN
Bengals,2019-10-04,A.J. Green ,ankle injury (out),A.J.,Green,2019,CIN,2019_Green_CIN
Bengals,2019-10-04,Kerry Wynn,concussion (out),Kerry,Wynn,2019,CIN,2019_Wynn_CIN
Bengals,2023-01-25,Jonah Williams ,knee injury (out indefinitely),Jonah,Williams,2022,CIN,2022_Williams_CIN
Bengals,2020-11-13,Bobby Hart,knee injury (out),Bobby,Hart,2020,CIN,2020_Hart_CIN
Bengals,2020-11-13,Darius Phillips,groin injury (out),Darius,Phillips,2020,CIN,2020_Phillips_CIN
Bengals,2021-12-31,Cameron Sample ,hamstring injury (out),Cameron,Sample,2021,CIN,2021_Sample_CIN
Bills,2021-10-01,Jordan Poyer,ankle injury (out),Jordan,Poyer,2021,BUF,2021_Poyer_BUF
Bills,2020-10-30,Cody Ford,knee injury (out),Cody,Ford,2020,BUF,2020_Ford_BUF
Bills,2020-11-27,Cody Ford,ankle injury (out),Cody,Ford,2020,BUF,2020_Ford_BUF
Bills,2020-10-23,Tyrel Dodson,hamstring injury (out),Tyrel,Dodson,2020,BUF,2020_Dodson_BUF
Bills,2019-09-20,Devin Singletary,hamstring injury (out),Devin,Singletary,2019,BUF,2019_Singletary_BUF
Bills,2020-09-11,Josh Norman ,hamstring injury (out),Josh,Norman,2020,BUF,2020_Norman_BUF
Bills,2021-11-12,Tremaine Edmunds,hamstring injury (out),Tremaine,Edmunds,2021,BUF,2021_Edmunds_BUF
Bills,2020-12-19,Jaquan Johnson,ankle injury (out),Jaquan,Johnson,2020,BUF,2020_Johnson_BUF
Bills,2020-10-23,John Brown ,knee injury (out),John,Brown,2020,BUF,2020_Brown_BUF
Bills,2019-11-22,Siran Neal,concussion (out),Siran,Neal,2019,BUF,2019_Neal_BUF
Bills,2019-12-06,Ty Nsekhe,ankle injury (out),Ty,Nsekhe,2019,BUF,2019_Nsekhe_BUF
Bills,2019-11-01,Maurice Alexander,knee injury (out),Maurice,Alexander,2019,BUF,2019_Alexander_BUF
Bills,2022-12-01,Dion Dawkins,ankle injury (out),Dion,Dawkins,2022,BUF,2022_Dawkins_BUF
Bills,2019-09-13,Andre Roberts,quadriceps injury (out),Andre,Roberts,2019,BUF,2019_Roberts_BUF
Bills,2020-12-26,Reggie Gilliam,knee injury (out),Reggie,Gilliam,2020,BUF,2020_Gilliam_BUF
Bills,2020-10-02,Del'Shawn Phillips,quadriceps injury (out),Del'Shawn,Phillips,2020,BUF,2020_Phillips_BUF
Bills,2020-10-23,Josh Norman ,hamstring injury (out),Josh,Norman,2020,BUF,2020_Norman_BUF
Bills,2020-11-06,Taiwan Jones ,hamstring injury (out),Taiwan,Jones,2020,BUF,2020_Jones_BUF
Bills,2021-01-01,Cole Beasley,knee injury (out),Cole,Beasley,2020,BUF,2020_Beasley_BUF
Bills,2020-11-27,John Brown ,ankle injury (out),John,Brown,2020,BUF,2020_Brown_BUF
Bills,2021-10-29,Dawson Knox,hand injury (out),Dawson,Knox,2021,BUF,2021_Knox_BUF
Bills,2021-10-01,Jon Feliciano,concussion (out),Jon,Feliciano,2021,BUF,2021_Feliciano_BUF
Bills,2020-09-18,Tremaine Edmunds,shoulder injury (out),Tremaine,Edmunds,2020,BUF,2020_Edmunds_BUF
Bills,2020-09-18,Matt Milano,hamstring injury (out),Matt,Milano,2020,BUF,2020_Milano_BUF
Bills,2019-09-20,Taron Johnson,hamstring injury (out),Taron,Johnson,2019,BUF,2019_Johnson_BUF
Bills,2019-12-27,Shaq Lawson,hamstring injury (out),Shaq,Lawson,2019,BUF,2019_Lawson_BUF
Bills,2020-11-13,Del'Shawn Phillips,quadriceps injury (out),Del'Shawn,Phillips,2020,BUF,2020_Phillips_BUF
Bills,2019-12-13,Ty Nsekhe,ankle injury (out),Ty,Nsekhe,2019,BUF,2019_Nsekhe_BUF
Bills,2023-01-03,Damar Hamlin,heart ailment (out indefinitely),Damar,Hamlin,2022,BUF,2022_Hamlin_BUF
Bills,2020-10-23,Dawson Knox,calf injury (out),Dawson,Knox,2020,BUF,2020_Knox_BUF
Bills,2020-11-06,Josh Norman ,hamstring injury (out),Josh,Norman,2020,BUF,2020_Norman_BUF
Bills,2021-12-10,Tommy Sweeney,hip injury (out),Tommy,Sweeney,2021,BUF,2021_Sweeney_BUF
Bills,2020-11-06,T.J. Yeldon,back injury (out),T.J.,Yeldon,2020,BUF,2020_Yeldon_BUF
Bills,2020-10-23,Cody Ford,knee injury (out),Cody,Ford,2020,BUF,2020_Ford_BUF
Bills,2021-01-01,Reggie Gilliam,knee injury (out),Reggie,Gilliam,2020,BUF,2020_Gilliam_BUF
Bills,2020-09-25,Zack Moss,toe injury (out),Zack,Moss,2020,BUF,2020_Moss_BUF
Bills,2020-11-13,Harrison Phillips,quadriceps injury (out),Harrison,Phillips,2020,BUF,2020_Phillips_BUF
Bills,2020-10-30,Josh Norman ,hamstring injury (out),Josh,Norman,2020,BUF,2020_Norman_BUF
Bills,2021-12-10,Star Lotulelei,toe injury (out),Star,Lotulelei,2021,BUF,2021_Lotulelei_BUF
Bills,2019-12-27,Andre Roberts,foot injury (out),Andre,Roberts,2019,BUF,2019_Roberts_BUF
Bills,2019-09-27,Tyler Kroft,ankle injury (out),Tyler,Kroft,2019,BUF,2019_Kroft_BUF
Bills,2019-09-20,Tyler Kroft,foot injury (out),Tyler,Kroft,2019,BUF,2019_Kroft_BUF
Bills,2020-09-18,Del'Shawn Phillips,quadriceps injury (out),Del'Shawn,Phillips,2020,BUF,2020_Phillips_BUF
Bills,2020-11-06,Mitch Morse,concussion (out),Mitch,Morse,2020,BUF,2020_Morse_BUF
Bills,2022-12-01,Von Miller,knee injury (out),Von,Miller,2022,BUF,2022_Miller_BUF
Bills,2019-11-22,Ty Nsekhe,ankle injury (out),Ty,Nsekhe,2019,BUF,2019_Nsekhe_BUF
Bills,2021-09-10,Star Lotulelei,calf injury (out),Star,Lotulelei,2021,BUF,2021_Lotulelei_BUF
Bills,2019-09-27,Corey Thompson,ankle injury (out),Corey,Thompson,2019,BUF,2019_Thompson_BUF
Bills,2019-11-27,Ty Nsekhe,ankle injury (out),Ty,Nsekhe,2019,BUF,2019_Nsekhe_BUF
Bills,2020-09-25,Dawson Knox,concussion (out),Dawson,Knox,2020,BUF,2020_Knox_BUF
Bills,2020-09-25,Del'Shawn Phillips,quadriceps injury (out),Del'Shawn,Phillips,2020,BUF,2020_Phillips_BUF
Bills,2019-12-19,Ty Nsekhe,ankle injury (out),Ty,Nsekhe,2019,BUF,2019_Nsekhe_BUF
Bills,2020-10-17,Dawson Knox,calf injury (out),Dawson,Knox,2020,BUF,2020_Knox_BUF
Bills,2019-10-04,Tyler Kroft,ankle injury (out),Tyler,Kroft,2019,BUF,2019_Kroft_BUF
Bills,2020-11-13,Taiwan Jones ,hamstring injury (out),Taiwan,Jones,2020,BUF,2020_Jones_BUF
Bills,2019-09-13,Taron Johnson,hamstring injury (out),Taron,Johnson,2019,BUF,2019_Johnson_BUF
Bills,2020-12-18,Jaquan Johnson,ankle injury (out),Jaquan,Johnson,2020,BUF,2020_Johnson_BUF
Bills,2022-01-07,Efe Obada,ankle injury (out),Efe,Obada,2021,BUF,2021_Obada_BUF
Bills,2020-11-06,Matt Milano,pectoral injury (out),Matt,Milano,2020,BUF,2020_Milano_BUF
Bills,2021-11-05,Jon Feliciano,calf injury (out),Jon,Feliciano,2021,BUF,2021_Feliciano_BUF
Bills,2021-11-05,Dawson Knox,hand injury (out),Dawson,Knox,2021,BUF,2021_Knox_BUF
Bills,2019-10-04,Corey Thompson,ankle injury (out),Corey,Thompson,2019,BUF,2019_Thompson_BUF
Bills,2020-12-11,Jaquan Johnson,ankle injury (out),Jaquan,Johnson,2020,BUF,2020_Johnson_BUF
Broncos,2020-11-27,Trey Marshall,shin injury (out),Trey,Marshall,2020,DEN,2020_Marshall_DEN
Broncos,2019-12-13,Juwann Winfree,hamstring injury (out),Juwann,Winfree,2019,DEN,2019_Winfree_DEN
Broncos,2020-10-23,Jeremiah Attaochu,quadriceps injury (out),Jeremiah,Attaochu,2020,DEN,2020_Attaochu_DEN
Broncos,2019-12-13,DeMarcus Walker,ankle injury (out),DeMarcus,Walker,2019,DEN,2019_Walker_DEN
Broncos,2021-12-24,Kenny Young,concussion (out),Kenny,Young,2021,DEN,2021_Young_DEN
Broncos,2019-12-13,Ja'Wuan James,knee injury (out),Ja'Wuan,James,2019,DEN,2019_James_DEN
Broncos,2019-12-27,Ja'Wuan James,knee injury (out),Ja'Wuan,James,2019,DEN,2019_James_DEN
Broncos,2020-10-30,Diontae Spencer,shoulder injury (out),Diontae,Spencer,2020,DEN,2020_Spencer_DEN
Broncos,2020-10-16,K.J. Hamler,hamstring injury (out),K.J.,Hamler,2020,DEN,2020_Hamler_DEN
Broncos,2020-09-18,Phillip Lindsay,foot injury (out),Phillip,Lindsay,2020,DEN,2020_Lindsay_DEN
Broncos,2020-09-16,DeShawn Williams,calf injury (out),DeShawn,Williams,2020,DEN,2020_Williams_DEN
Broncos,2020-09-12,Von Miller,ankle injury (out),Von,Miller,2020,DEN,2020_Miller_DEN
Broncos,2020-10-23,Diontae Spencer,shoulder injury (out),Diontae,Spencer,2020,DEN,2020_Spencer_DEN
Broncos,2020-10-16,Jeremiah Attaochu,quadriceps injury (out),Jeremiah,Attaochu,2020,DEN,2020_Attaochu_DEN
Broncos,2019-09-20,Joseph Jones ,triceps injury (out),Joseph,Jones,2019,DEN,2019_Jones_DEN
Broncos,2019-10-25,Will Parks,hand injury (out),Will,Parks,2019,DEN,2019_Parks_DEN
Broncos,2020-09-18,Mark Barron,hamstring injury (out),Mark,Barron,2020,DEN,2020_Barron_DEN
Broncos,2019-12-20,Ronald Leary ,concussion (out),Ronald,Leary,2019,DEN,2019_Leary_DEN
Broncos,2020-10-30,Andrew Beck,hamstring injury (out),Andrew,Beck,2020,DEN,2020_Beck_DEN
Broncos,2020-09-12,Mark Barron,hamstring injury (out),Mark,Barron,2020,DEN,2020_Barron_DEN
Broncos,2019-10-25,Bryce Callahan,foot injury (out),Bryce,Callahan,2019,DEN,2019_Callahan_DEN
Broncos,2019-12-13,Adam Gotsis,knee injury (out),Adam,Gotsis,2019,DEN,2019_Gotsis_DEN
Broncos,2019-09-13,Joseph Jones ,triceps injury (out),Joseph,Jones,2019,DEN,2019_Jones_DEN
Broncos,2020-09-25,Davontae Harris,hamstring injury (out),Davontae,Harris,2020,DEN,2020_Harris_DEN
Broncos,2019-12-27,Elijah Wilkinson,ankle injury (out),Elijah,Wilkinson,2019,DEN,2019_Wilkinson_DEN
Broncos,2020-11-20,Joseph Jones ,calf injury (out),Joseph,Jones,2020,DEN,2020_Jones_DEN
Broncos,2019-10-16,Bryce Callahan,foot injury (out),Bryce,Callahan,2019,DEN,2019_Callahan_DEN
Broncos,2021-10-15,Michael Ford ,knee injury (out),Michael,Ford,2021,DEN,2021_Ford_DEN
Broncos,2020-08-23,Justin Strnad,dislocated wrist (out indefinitely),Justin,Strnad,2020,DEN,2020_Strnad_DEN
Broncos,2019-09-20,Andy Janovich,pectoral muscle injury (out),Andy,Janovich,2019,DEN,2019_Janovich_DEN
Broncos,2021-01-01,K.J. Hamler,concussion (out),K.J.,Hamler,2020,DEN,2020_Hamler_DEN
Broncos,2020-12-04,Trey Marshall,shin injury (out),Trey,Marshall,2020,DEN,2020_Marshall_DEN
Broncos,2022-08-02,Tim Patrick,torn ACL in knee (out indefinitely),Tim,Patrick,2022,DEN,2022_Patrick_DEN
Broncos,2020-09-25,Drew Lock,right shoulder injury (out),Drew,Lock,2020,DEN,2020_Lock_DEN
Broncos,2019-11-01,Ja'Wuan James,knee injury (out),Ja'Wuan,James,2019,DEN,2019_James_DEN
Broncos,2019-09-27,Ja'Wuan James,knee injury (out),Ja'Wuan,James,2019,DEN,2019_James_DEN
Broncos,2019-09-27,Bryce Callahan,foot injury (out),Bryce,Callahan,2019,DEN,2019_Callahan_DEN
Broncos,2020-09-11,DeShawn Williams,calf injury (out),DeShawn,Williams,2020,DEN,2020_Williams_DEN
Broncos,2019-09-13,Ja'Wuan James,knee injury (out),Ja'Wuan,James,2019,DEN,2019_James_DEN
Broncos,2020-11-13,Joseph Jones ,calf injury (out),Joseph,Jones,2020,DEN,2020_Jones_DEN
Broncos,2021-10-01,Graham Glasgow,knee injury (out),Graham,Glasgow,2021,DEN,2021_Glasgow_DEN
Broncos,2020-10-10,Jeremiah Attaochu,quadriceps injury (out),Jeremiah,Attaochu,2020,DEN,2020_Attaochu_DEN
Broncos,2021-10-20,Baron Browning,concussion (out),Baron,Browning,2021,DEN,2021_Browning_DEN
Broncos,2019-09-20,Ja'Wuan James,knee injury (out),Ja'Wuan,James,2019,DEN,2019_James_DEN
Broncos,2021-10-20,Aaron Patrick,ankle injury (out),Aaron,Patrick,2021,DEN,2021_Patrick_DEN
Broncos,2019-12-20,Ja'Wuan James,knee injury (out),Ja'Wuan,James,2019,DEN,2019_James_DEN
Broncos,2019-12-06,Ronald Leary ,concussion (out),Ronald,Leary,2019,DEN,2019_Leary_DEN
Broncos,2021-12-24,Teddy Bridgewater,concussion (out),Teddy,Bridgewater,2021,DEN,2021_Bridgewater_DEN
Broncos,2020-09-30,Jeremiah Attaochu,quadriceps injury (out),Jeremiah,Attaochu,2020,DEN,2020_Attaochu_DEN
Broncos,2020-09-30,Drew Lock,right shoulder injury (out),Drew,Lock,2020,DEN,2020_Lock_DEN
Broncos,2021-05-14,DaeSean Hamilton,torn ACL in knee (out indefinitely),DaeSean,Hamilton,2021,DEN,2021_Hamilton_DEN
Broncos,2019-12-20,Adam Gotsis,knee injury (out),Adam,Gotsis,2019,DEN,2019_Gotsis_DEN
Broncos,2021-12-31,Teddy Bridgewater,concussion (out),Teddy,Bridgewater,2021,DEN,2021_Bridgewater_DEN
Broncos,2020-10-10,Noah Fant,ankle injury (out),Noah,Fant,2020,DEN,2020_Fant_DEN
Broncos,2019-09-13,Andy Janovich,pectoral muscle injury (out),Andy,Janovich,2019,DEN,2019_Janovich_DEN
Broncos,2021-11-12,Garett Bolles,ankle injury (out),Garett,Bolles,2021,DEN,2021_Bolles_DEN
Broncos,2019-10-11,Bryce Callahan,foot injury (out),Bryce,Callahan,2019,DEN,2019_Callahan_DEN
Broncos,2019-11-22,Justin Hollins,hamstring injury (out),Justin,Hollins,2019,DEN,2019_Hollins_DEN
Broncos,2021-10-29,Mike Purcell,thumb injury (out),Mike,Purcell,2021,DEN,2021_Purcell_DEN
Broncos,2020-12-25,Phillip Lindsay,hip injury (out),Phillip,Lindsay,2020,DEN,2020_Lindsay_DEN
Broncos,2019-11-01,Bryce Callahan,foot injury (out),Bryce,Callahan,2019,DEN,2019_Callahan_DEN
Broncos,2019-10-04,Bryce Callahan,foot injury (out),Bryce,Callahan,2019,DEN,2019_Callahan_DEN
Broncos,2022-01-06,Patrick Surtain II ,calf injury (out),Patrick,Surtain,2021,DEN,2021_Surtain_DEN
Broncos,2021-11-05,Garett Bolles,ankle injury (out),Garett,Bolles,2021,DEN,2021_Bolles_DEN
Broncos,2019-12-13,Ronald Leary ,concussion (out),Ronald,Leary,2019,DEN,2019_Leary_DEN
Broncos,2019-11-01,Jeff Heuerman,knee injury (out),Jeff,Heuerman,2019,DEN,2019_Heuerman_DEN
Broncos,2022-01-06,Ronald Darby,shoulder injury (out),Ronald,Darby,2021,DEN,2021_Darby_DEN
Broncos,2020-10-10,K.J. Hamler,hamstring injury (out),K.J.,Hamler,2020,DEN,2020_Hamler_DEN
Broncos,2019-11-01,Will Parks,hand injury (out),Will,Parks,2019,DEN,2019_Parks_DEN
Broncos,2019-12-27,Ronald Leary ,concussion (out),Ronald,Leary,2019,DEN,2019_Leary_DEN
Broncos,2020-10-17,Melvin Gordon III,illness (out),Melvin,Gordon,2020,DEN,2020_Gordon_DEN
Broncos,2020-11-06,A.J. Bouye,concussion (out),A.J.,Bouye,2020,DEN,2020_Bouye_DEN
Broncos,2021-11-12,Bobby Massie,ankle injury (out),Bobby,Massie,2021,DEN,2021_Massie_DEN
Broncos,2021-10-08,Albert Okwuegbunam,hamstring injury (out),Albert,Okwuegbunam,2021,DEN,2021_Okwuegbunam_DEN
Browns,2019-10-05,Kendall Lamm,knee injury (out),Kendall,Lamm,2019,CLE,2019_Lamm_CLE
Browns,2020-09-25,Greedy Williams,shoulder injury (out),Greedy,Williams,2020,CLE,2020_Williams_CLE
Browns,2021-01-01,Nick Harris,knee injury (out),Nick,Harris,2020,CLE,2020_Harris_CLE
Browns,2020-10-16,Wyatt Teller,calf injury (out),Wyatt,Teller,2020,CLE,2020_Teller_CLE
Browns,2020-09-16,Mack Wilson,knee injury (out),Mack,Wilson,2020,CLE,2020_Wilson_CLE
Browns,2019-12-13,Olivier Vernon,knee injury (out),Olivier,Vernon,2019,CLE,2019_Vernon_CLE
Browns,2020-11-27,Sheldrick Redwine,knee injury (out),Sheldrick,Redwine,2020,CLE,2020_Redwine_CLE
Browns,2021-10-15,Malcolm Smith,abdominal injury (out),Malcolm,Smith,2021,CLE,2021_Smith_CLE
Browns,2021-12-10,Anthony Schwartz,concussion (out),Anthony,Schwartz,2021,CLE,2021_Schwartz_CLE
Browns,2021-10-20,Baker Mayfield,left shoulder injury (out),Baker,Mayfield,2021,CLE,2021_Mayfield_CLE
Browns,2020-12-25,Wyatt Teller,ankle injury (out),Wyatt,Teller,2020,CLE,2020_Teller_CLE
Browns,2021-10-01,Greg Newsome II,calf injury (out),Greg,Newsome,2021,CLE,2021_Newsome_CLE
Browns,2020-09-16,Kevin Johnson ,lacerated liver (out),Kevin,Johnson,2020,CLE,2020_Johnson_CLE
Browns,2019-09-14,Damarious Randall,hand injury (out),Damarious,Randall,2019,CLE,2019_Randall_CLE
Browns,2020-10-16,Ronnie Harrison Jr.,concussion (out),Ronnie,Harrison,2020,CLE,2020_Harrison_CLE
Browns,2020-08-24,Grant Delpit,torn right Achilles tendon (out for season),Grant,Delpit,2020,CLE,2020_Delpit_CLE
Browns,2019-11-13,Eric Murray,knee injury (out),Eric,Murray,2019,CLE,2019_Murray_CLE
Browns,2021-10-29,Denzel Ward,hamstring injury (out),Denzel,Ward,2021,CLE,2021_Ward_CLE
Browns,2020-10-16,Jacob Phillips,knee injury (out),Jacob,Phillips,2020,CLE,2020_Phillips_CLE
Browns,2019-10-25,Damarious Randall,hamstring injury (out),Damarious,Randall,2019,CLE,2019_Randall_CLE
Browns,2022-01-01,Troy Hill ,knee injury (out),Troy,Hill,2021,CLE,2021_Hill_CLE
Browns,2019-09-14,Kendall Lamm,knee injury (out),Kendall,Lamm,2019,CLE,2019_Lamm_CLE
Browns,2021-12-11,Greg Newsome II,concussion (out),Greg,Newsome,2021,CLE,2021_Newsome_CLE
Browns,2020-10-16,Karl Joseph,hamstring injury (out),Karl,Joseph,2020,CLE,2020_Joseph_CLE
Browns,2019-12-13,Eric Murray,knee injury (out),Eric,Murray,2019,CLE,2019_Murray_CLE
Browns,2021-10-29,Donovan Peoples-Jones,groin injury (out),Donovan,Peoples-Jones,2021,CLE,2021_Peoples-Jones_CLE
Browns,2021-11-05,Jack Conklin,elbow injury (out),Jack,Conklin,2021,CLE,2021_Conklin_CLE
Browns,2021-11-19,Anthony Schwartz,concussion (out),Anthony,Schwartz,2021,CLE,2021_Schwartz_CLE
